Sudan1,Sudan2,Sudan3,Sudan4,Sudan5
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0023172517854155,0.0007591552811219,0.0025725753448491,0.0394050631351702,0.0013068119707858
0.175763252798362,0.1258883069228046,0.1677965550954543,0.2410504871829452,0.1717021443537231
0.391301735837841,0.347720570812921,0.3864929762054229,0.4418546415209638,0.3890840418949559
0.5608248611089959,0.5273787324235886,0.5597026020192778,0.590814452273978,0.5590518746793542
0.6677103178283548,0.6446320556158258,0.6727285587456169,0.6794125490554053,0.6665519786573928
0.712825394749778,0.6993477046839646,0.7218804985608769,0.7102538743530653,0.7117505274150897
0.701348460342279,0.6961216208025379,0.7166912462627366,0.6868968622043236,0.698823005731092
0.6335917413434825,0.6343667594374282,0.6555567476283474,0.6084521048235216,0.6285805482253378
0.510114578266879,0.5144312176175538,0.5405315548423146,0.4752080481468883,0.5001569622059364
0.3312698313366745,0.3379011358259636,0.3705454682865735,0.2900012385378513,0.3161157827836363
0.1180044792844591,0.1241366765382336,0.1618772012734131,0.0854978103886176,0.1008099153175497
0.0005157500274034,0.0001786422596822,0.0046495471279328,0.0005302290719614,0.0004576189947224
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0021116214165424,0.0007480788018209,0.0022436490206517,0.0376441338035875,0.0012614050892968
0.1764379316134434,0.1273649111124793,0.1654129794349464,0.2341925300270689,0.1721372102916013
0.3952652458508473,0.3497647642136277,0.3853337017090504,0.4318803791205504,0.3894877924324268
0.5655807418827965,0.5293924093124045,0.557938434195448,0.5792127928250242,0.558987164198055
0.673755472193866,0.6476628873763173,0.6717348226364949,0.6658670702073103,0.6657725124364866
0.7217581460422203,0.70500548206418,0.7265226045949233,0.699558615115659,0.7119079408335256
0.7111935401659945,0.7060628416411483,0.7233529435276169,0.6758203279429835,0.7015066124684213
0.643506218319752,0.6405976126192989,0.6642405964796301,0.5996329434973183,0.6310176975412061
0.5196869071056962,0.5204146856805673,0.5489275099726663,0.4669620172959754,0.5041536675851651
0.340478845121001,0.343366034364073,0.379446595342765,0.2870959079595191,0.3218510225542867
0.123428096364891,0.1270685929906951,0.1667722874352219,0.0859186638010934,0.1048761100026928
0.0006145470912629,8.735882585326822e-05,0.0050949421169992,0.0005302290719614,0.0005408224483083
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0024834171827398,0.0008364722272935,0.0024619533191256,0.0352159238910282,0.0013183745661278
0.1808147951348926,0.1254864198217694,0.1671640832217457,0.2291545490529243,0.1766541487667746
0.4053591613304289,0.3470962331467278,0.3913487109500114,0.4324486715982918,0.3982365625013828
0.5791412647133078,0.5272049885223885,0.5679664395016443,0.5880114938643796,0.570782695767887
0.6869929246603236,0.6450113470523113,0.6815081755811403,0.6777769430581884,0.6782809579580661
0.7330730610163367,0.7012359240225974,0.7310572023836424,0.7109253610133517,0.7235974244832684
0.7228990592410167,0.697158198778768,0.7271045442393486,0.6881327965066976,0.7097568808052331
0.6556769685772154,0.6364098226133474,0.6681366605349972,0.613270879554027,0.6397321902580764
0.5293299192506645,0.5169577060578974,0.5511525360624898,0.4807270979874295,0.5104934018650731
0.3464611778667372,0.3411863650856268,0.3796534013342175,0.2966719392417554,0.32470925901335
0.1236038675566091,0.1278037244116206,0.1671156845921091,0.0902276183936729,0.1055783043467562
0.0004045346269874,0.0001236520976385,0.0052544033318224,0.0006199337920913,0.0006630209739779
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0021909908122916,0.000729988617359,0.0023903498048102,0.0381130846241958,0.001210601726348
0.179334503186742,0.1192978467637128,0.1696102596109083,0.2388283196220953,0.1712765854220135
0.4023989260669914,0.3365315301720668,0.3949554060010159,0.4471477222913255,0.390167690495811
0.5732296119052571,0.5135934315324556,0.5695720029241662,0.597192667589584,0.558271045658685
0.6830773028280288,0.6311509154019881,0.6853357406954169,0.6898788062962371,0.6665340982858968
0.7268293126011682,0.6870707273995861,0.7340080983351329,0.722425754742906,0.7110026545459225
0.7141976213834985,0.6851502760729266,0.7300665908559667,0.6994516833793619,0.6981251181013426
0.6455185468997124,0.626521367974492,0.6700182280295769,0.6216804353218517,0.6288457461497746
0.5215894710372517,0.5087857209282357,0.5515425658329299,0.4901498292975087,0.5012191842375869
0.3408279163110752,0.3363164220665978,0.3799928973363601,0.3051828251223728,0.3200804783597394
0.126044709537016,0.1267008859492247,0.1687883136441759,0.0947946148520957,0.1065176157810891
0.0003626607147069,0.0001212877979414,0.0058697149954908,0.0007019208534547,0.0006628037527544
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0020311546412924,0.0007102125441082,0.0022730039329503,0.0330707859138934,0.0009727044842161
0.1753366499225314,0.1209514678605218,0.1657215932357063,0.2164896431645221,0.1684304283622865
0.396680894695843,0.3405653781653726,0.3878469888412681,0.4079399444847191,0.3858674143989617
0.5679554974508025,0.520074464418629,0.5642848857206156,0.5867630368066348,0.5543138148032802
0.6754731155739306,0.6391935031566209,0.6761031276461722,0.6858400882891557,0.660654466421379
0.7214553243415488,0.6948783237211266,0.7255199218175821,0.7203630032701231,0.7062156006757774
0.7101428265256975,0.692445931792286,0.7223677317866886,0.6992313225300192,0.6941997419950389
0.6425006840251825,0.6330924498516362,0.6643733561708287,0.6242917910449702,0.6252916687620456
0.5172111964008499,0.5153127934238574,0.5476724511024151,0.4922939099619144,0.4998896850653721
0.3386454761634573,0.3423662201864699,0.3791255586977668,0.3082226738178383,0.3205972027355291
0.124867231738015,0.1314206453189055,0.1655294770777287,0.0971670847536892,0.1071148694668107
0.000278515290177,0.0001146181742588,0.005695961545131,0.0007019208534547,0.000539088107085
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0015491752135039,0.0006899843993211,0.0021577418028787,0.0365555345324235,0.0008310215273433
0.1708633914417217,0.1169182330865857,0.1679936880873785,0.2360459624433122,0.1664472252114411
0.3913044109880264,0.3350947469907617,0.3931414883365234,0.4386944839499098,0.384921018205109
0.5624295180428365,0.5139348075829876,0.5688847991151087,0.5914902380679534,0.5550982348536023
0.6720993393794792,0.6329587131123323,0.6854415631664921,0.6845923759755702,0.6625096155682064
0.7194934417718531,0.6890641656555225,0.7371406225671437,0.716751799189324,0.707134300824172
0.7104713499634003,0.6876917952614221,0.7356249787545494,0.6978482104183206,0.6944889196617106
0.6467688332382935,0.6295837531097118,0.6797169189787884,0.6212878597940625,0.626433191700902
0.5244329499583763,0.5124844615201735,0.5652151283097401,0.4898269448677057,0.500566178775648
0.3471036890122513,0.3414116957230858,0.3953442875208489,0.3055024708750334,0.3209869012372626
0.1321696763878021,0.1319231509496113,0.1817767917107114,0.0978439728317297,0.1088251784372431
4.5563561282050125e-05,0.0001058640792754,0.0078812127386017,0.0007019208534547,0.0003857067493377
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0015715476790231,0.0007247619646375,0.0018653169030392,0.0355869287432759,0.0007895279776651
0.1707931789280476,0.1204102647117556,0.1664742966656964,0.2335142723368839,0.1665127291970752
0.3908526007074094,0.3407819110812271,0.3870245939220602,0.4382205960412493,0.3836532306053699
0.5631914756851062,0.5212646280530806,0.5639431870496218,0.5896659710770887,0.5529912727524107
0.6730961464572748,0.6403575456531394,0.6799359145435836,0.6827518150884406,0.659849510689508
0.721445302564861,0.6968464095208312,0.7317136065186789,0.7162632153808752,0.7057076725071222
0.7122039969639361,0.6949352163225316,0.7302899903294502,0.6964165800513706,0.6941735617353071
0.6469582150595112,0.635588624659302,0.6733146597522414,0.6219870402267839,0.6268716542455188
0.525421268802346,0.5189588166498379,0.5610405970206815,0.4911951131125882,0.5030987893452397
0.348248081006983,0.346483477741619,0.3923904350971954,0.3084434519981286,0.3244672864749496
0.1334174880254151,0.1358829469251353,0.1805018006687107,0.0994105841492367,0.1118668671632426
4.57774747169827e-05,2.5123651287362457e-05,0.0079860179239153,0.0007019208534547,0.0005488829031478
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0015157419389715,0.0007288227515747,0.0018338977351911,0.0356530458888837,0.0006834413004403
0.1703173466397589,0.1220951847838676,0.1641192673806596,0.2338246339268129,0.1658025177422304
0.3906367216512914,0.3434474985771987,0.3900266265506211,0.4387717797007923,0.3825366477557059
0.5587501432773849,0.5243099756907621,0.5616375736282221,0.5892850975662771,0.5497178321201248
0.6700333816743981,0.6416145847596122,0.6772704885476499,0.6816596495487263,0.6572011797372589
0.7192380123000573,0.6955189569568945,0.7326298870365641,0.7158886906055919,0.7023267777886506
0.709836141515388,0.6944072716447892,0.7282271863954617,0.6955940655569862,0.6919150111579772
0.6442949923382053,0.6354366983753051,0.6718411642728818,0.6204600096149476,0.6238805915486454
0.5240683406222875,0.5194935553173847,0.5603562859100846,0.4897346698717671,0.500809301373726
0.347987812171032,0.3484629228850398,0.3927726599324184,0.3057767322453782,0.3234831965926744
0.1345918949922394,0.1379061119248514,0.1815599611605336,0.1003393849291528,0.1125270139757006
0.0,2.2372839540381864e-05,0.0088790501044303,0.0007839079148181,0.0006065079268735
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0011348071863662,0.0006117654444958,0.0016337322759343,0.0291855823117223,0.0005642512231863
0.1639470247080809,0.1180841533295339,0.159928082670676,0.1975632682082395,0.1580697971472571
0.3799089322284745,0.334604777388809,0.3812593115372125,0.3688790532678823,0.3705584460314426
0.5486549660286412,0.5109574090251435,0.5537689564921573,0.5382531167128557,0.5371023570701795
0.6571817610460127,0.6297326743110916,0.6681787121011771,0.6518385125476751,0.6450349777894617
0.7011777723772276,0.6850441756629843,0.7183159327346086,0.7009358116968154,0.6904362399620153
0.6926763019559057,0.6844871965629175,0.7169683050844512,0.6825108582443388,0.6811386189292851
0.6296027035129661,0.6275589903759639,0.6626830283376188,0.6118718346840056,0.6159777506750032
0.5115740524179104,0.5141897341215521,0.5532153716753281,0.4825947169554632,0.4941215398766307
0.3393073366078599,0.3451883157515656,0.3881617116897004,0.3057504603609316,0.3188926178882765
0.131230314049497,0.1380972670843576,0.1803830414787696,0.0986005315394407,0.1113966992078039
0.0,2.261491097415858e-05,0.0093267985577956,0.000873409141479,0.0006775509327075
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0010243264426552,0.0005055414964756,0.0014544845716854,0.0335663017415392,0.000452823691447
0.1605203714042823,0.1132485546460591,0.1563040647735677,0.2210275659329726,0.1545750523180432
0.3757470949811008,0.3272956914521947,0.3751024905511678,0.4277617761595668,0.3650366697281056
0.5440637578388862,0.5017260258659492,0.5471926032029651,0.5750920397707289,0.5308913521046502
0.6507786692913744,0.6178565978467782,0.6599214010916844,0.6639320963256627,0.6362002430213485
0.693590220658459,0.6721585645355226,0.7080874900318818,0.6979386644466303,0.6788620160852751
0.6863377429694102,0.6718684703871443,0.7068337008494258,0.6822261217816707,0.6699153877427042
0.6253062237272341,0.615853586968405,0.6531431283196851,0.6141996954050708,0.6070683143835659
0.5094333938225679,0.5034443437000222,0.5453141779969553,0.4876251219719552,0.4885808946256686
0.3400189256750382,0.338233007739173,0.3832555782798237,0.30954092049132,0.3174258087802289
0.1332087209549947,0.134841776822879,0.1781483754063888,0.1042951186717696,0.1124395268996742
0.0,2.1404553805275e-05,0.0090043668215175,0.000873409141479,0.0005909890230177
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0010243264426552,0.000483022118717,0.0014296275094519,0.0321403517155592,0.0004498071853676
0.1596323148139547,0.1115640810886722,0.1545064144434091,0.2229750209460942,0.1534637961328464
0.3739867826779381,0.325629590281266,0.3719147272826967,0.4259156619280033,0.3651331697819387
0.5410295308649355,0.5001479687398077,0.5434954170335702,0.5809396477850166,0.5310164266018659
0.6485691927534858,0.6168062591142192,0.657425248608984,0.6740248925438213,0.6369211970324524
0.6955926009622279,0.6723951352658079,0.7082928597986827,0.7078638055439277,0.6826864449928965
0.6874537953195536,0.6719978460868662,0.7071954793027684,0.6899897824443049,0.6732014656086082
0.6259231688589361,0.6163638042192942,0.6536327561341586,0.6202282448056055,0.609726866201424
0.5108550592411035,0.5051669514203033,0.5469340826505721,0.4933997498088786,0.4919770356180388
0.3409197110289578,0.3405817467652881,0.3848324686854912,0.3148892284336491,0.320029640811157
0.1353047057547849,0.1378861530468247,0.1814589847297225,0.1074916316578325,0.1149762706963585
0.0,3.884793869445527e-05,0.0097403654260902,0.0009553962028424,0.000643159692047
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0010243264426552,0.000538880966858,0.0014325193849527,0.0326946538484444,0.0003640837763976
0.1609023529794386,0.1152990639657207,0.1543074522321754,0.2280438766965157,0.1541591452370428
0.3769626800851822,0.3361743383523137,0.3734016535673047,0.4344741811999143,0.3671121052765364
0.545549875778321,0.5178897356153995,0.547735373171745,0.5856131419352263,0.5343707999408808
0.6554880207833338,0.6403697662861664,0.6646190643622439,0.6833513769652115,0.6422053314442453
0.7021989074577061,0.7001593099042708,0.7158299964607252,0.7166531504385095,0.6876541794888297
0.695005458419427,0.7022736531997994,0.7168458294934243,0.696756395505884,0.6787888456988486
0.634789712264282,0.6476622653985761,0.663469206957844,0.6243686017169362,0.6160031407462978
0.518046547873096,0.5339857342719768,0.5552691870818621,0.4952246883244174,0.4965673766845626
0.3475290008556637,0.3635578149422477,0.3921709962963525,0.3169288514871988,0.3240773638862813
0.1394861922446177,0.1509966672123421,0.1860487391617413,0.1094279005450423,0.1177450782496415
0.0,1.8276209249741167e-05,0.0105221533083502,0.0010933269002612,0.0008516707880513
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0009379054156223,0.0005952751100753,0.0013895291919384,0.0294973620279744,0.0004029203463478
0.1621942645784427,0.1213515200873348,0.1589821638686191,0.2053924567284272,0.1457542016716504
0.3805629657640833,0.347017564935659,0.3844700205399983,0.4099986535740049,0.3601605861767828
0.5506831478416256,0.5319251638810714,0.560898617308584,0.5803937608831947,0.526743550394302
0.6616605014759049,0.6551140975807233,0.6783835730749554,0.6744455446489879,0.6464181140247435
0.7111098149968875,0.7130154871068526,0.7344452729506954,0.6973857267944821,0.6950438382539821
0.7039520197973004,0.7140105497033998,0.734831735173553,0.6939625751443285,0.6879808359677165
0.6430220698587765,0.6573388384589611,0.6811912151796065,0.6219635490899177,0.6251069906077238
0.5245014457887902,0.5419030908710066,0.5706443857886995,0.4963804546925079,0.504430186080249
0.3523419885669411,0.3692475172315135,0.4060372616031929,0.3098846398484247,0.3299005949780982
0.1415618500416452,0.1547481569654845,0.1937634609985836,0.1100155202839145,0.120859846921593
0.0,7.546898948129569e-05,0.0121836537071219,0.0013630844641378,0.000647414737402
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0010243264426552,0.0005249654658228,0.0012918041838965,0.0323256606855504,0.0004069454808826
0.1611226533502153,0.1201100085495318,0.1559758046797469,0.2293685718715521,0.1627465771134286
0.3825300820685237,0.3442623417696296,0.3820298815171797,0.4180259105043594,0.3824715566856396
0.5573351389451082,0.528247131142296,0.5612148333787839,0.574541986022101,0.5563731918742967
0.6705926999497998,0.6508314065750367,0.6806743710222986,0.6862060942626781,0.6667170251212112
0.7206142716509186,0.710169075948292,0.7347088754253265,0.7212114466904376,0.7139743988213357
0.7167709599518374,0.7128493412605837,0.7375645471660075,0.7035998862319782,0.7057391704237832
0.6552678890152506,0.6562861975822211,0.6844492272824625,0.6305320894706309,0.6398060670159419
0.5365940899002112,0.5415199389692646,0.5746232673913569,0.503251076503166,0.5169761855424388
0.3628208625336171,0.370966310928319,0.4063665893700928,0.3247362359314983,0.3407002756892367
0.1490211849518814,0.1570707956825316,0.1963218408652042,0.1145713300978323,0.1275356294455582
0.0,0.0001131691680782,0.0129781295962512,0.0015397757294674,0.000211991916364
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0009386541126389,0.0005963688843535,0.0014168366327172,0.029260041620083,0.0004029203463478
0.1636891409651586,0.1190823823219714,0.1609094213273683,0.2002818885532941,0.1588504444397357
0.3843691851540524,0.3448432547352247,0.38721136219503,0.4066440909901824,0.3771269296457243
0.5572011532209116,0.52861025144907,0.5672939509676844,0.5811021601489215,0.5485493651340827
0.6684351991792812,0.6513403507613376,0.6858273598492381,0.6726565772469507,0.6589340651157048
0.7187262733282606,0.7103148222715718,0.740418014097523,0.708481209958434,0.7086713493112882
0.7137579303104814,0.71156511721566,0.7415554243938874,0.697569705004303,0.7020245597788062
0.6545624852337915,0.6574657137904071,0.6896373722306972,0.6227244360670625,0.6402430884149666
0.5373420964775246,0.5425483501441561,0.5804131381262333,0.4931414488974499,0.5196835155451558
0.3638628655909134,0.3720794378681676,0.4119038568204714,0.3163577596334144,0.3439652124419705
0.150500095147262,0.1586842879007509,0.2005558529762703,0.1144141866396157,0.1307862100900288
0.0,0.0002559628306568,0.0141598528246917,0.0015397757294674,0.0001687540156184
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0009379054156223,0.0005249654658228,0.001433770368199,0.027634720327638,0.0003975943278018
0.1651503628308351,0.1210394384889782,0.1614538934258197,0.186088099476113,0.1598417914583691
0.3845673336403771,0.3474389504526751,0.3879167170497506,0.4009758624465249,0.3762486273125506
0.557198503110898,0.5334431802995879,0.5685611827175212,0.5684287281005055,0.5471542218202587
0.66915094869791,0.6579350580449582,0.6880427742828166,0.6656637220375846,0.6576367789366152
0.718696404373325,0.7199268949237586,0.7425302608070811,0.715549692943841,0.706302580245521
0.7130804476175772,0.7212627545940473,0.7392132630348601,0.6886298221252105,0.6990436612171859
0.6518454855217792,0.6653991174476456,0.6846588803152418,0.6257722387172162,0.634723409920193
0.5351747953654808,0.5515141610317817,0.5755126184436014,0.4947403038878983,0.5150377606606527
0.3611741689968591,0.3791030123616675,0.4094581265812175,0.3214913866907811,0.3415672189580347
0.1502840005381218,0.1626278140483746,0.198844583856795,0.1151409771644027,0.1297291111919148
9.440504187679892e-05,0.0005560666218238,0.0143860746051346,0.001679029134448,4.7622128140609545e-05
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
