DRC_S1,DRC_S2,DRC_S3,DRC_S4,DRC_S5,DRC_S6,DRC_S7,DRC_S8,DRC_S9,DRC_S10,DRC_S11,DRC_S12,DRC_S13,DRC_S14,DRC_S15,DRC_S16,DRC_S17,DRC_S18,DRC_S19,DRC_S20,DRC_S21,DRC_S22,DRC_S23,DRC_S24,DRC_S25,DRC_S26,DRC_S27,DRC_S28,DRC_S29,DRC_S30,DRC_S31,DRC_S32,DRC_S33,DRC_S34,DRC_S35,DRC_S36,DRC_S37,DRC_S38,DRC_S39,DRC_S40,DRC_S41,DRC_S42,DRC_S43,DRC_S44,DRC_S45,DRC_S46,DRC_S47,DRC_S48,DRC_S49,DRC_S50
0.3187039884649111,0.2361783439497558,0.4692018696001535,0.2159409594088974,0.3095060240961402,0.1998994426378994,0.2141208791203778,0.3942497835502152,0.2263024118720046,0.1591954022980389,0.4203871951225281,0.6768571428580888,0.2473307731692748,0.3215722460659779,0.339556404719341,0.5510536809820852,0.1615884773656299,0.3534999999998038,0.2415089463213918,0.1674236817759663,0.1721710526316077,0.1671293103450351,0.3596232829329275,0.4396553398052499,0.1036804635769959,0.3240915768834325,0.2208541666666519,0.3332543689303678,0.1673102564090163,0.4455659618833158,0.2705912621366663,0.3445982871114705,0.6050987654310945,0.3460847983412474,0.3811560283688966,0.1781690140846339,0.3713114035059167,0.8148227848095273,0.2737281553386651,0.1708608414234299,0.4267847533611175,0.2585444743897701,0.1821067761816934,0.2867884615381285,0.2112615731663193,0.4231843613860101,0.1143282608698521,0.2332541806016411,0.2407641509435587,0.3366034632038933
0.3493397405076848,0.2729808917200839,0.5370899722882027,0.3525252152519518,0.434314348301937,0.2179240594520096,0.2525368131864972,0.4348935064936118,0.2662949907216659,0.1313026819914913,0.5036219512183868,0.724641269841781,0.232236559139754,0.4000271816889165,0.5044924406082458,0.3369892638037821,0.1237695473243848,0.3123499999998801,0.2701461232595477,0.3120943570744751,0.2201124401921119,0.2481393678165324,0.3800670026679647,0.3528495145627545,0.20547682119208,0.3004725759052031,0.2156507352949625,0.3385194174748422,0.2812487179453137,0.4619109589045756,0.2904601941752259,0.4801871941255791,0.6500956790111614,0.3273247156111436,0.5937234042551888,0.2364338028163966,0.3626447368379588,0.8259602169978595,0.2552640776717157,0.1490906148852047,0.3564618834071839,0.2732803234482236,0.2471362080774352,0.3578884615387923,0.2290899372304753,0.5533969273095052,0.1627152173915375,0.2999832775919675,0.203594339622709,0.4477653679662153
0.3337712638144703,0.2400031847135839,0.6284803173156699,0.563271832719153,0.5083373493969217,0.2556695308872282,0.3179384615375693,0.4996610389604164,0.4110853432288945,0.1862442528725612,0.3759420731727622,0.7478349206354626,0.2864025601624517,0.4121101573688998,0.7058513042064809,0.4126042944756419,0.1471563786005848,0.3634147058821938,0.3384990059637969,0.3183580018510135,0.3495622009590433,0.3694985632168917,0.4465758474144002,0.3218106796114036,0.2469403973512291,0.2965744368268359,0.2069007352948667,0.5329252427160023,0.3239230769226723,0.4709880881490855,0.3581893203883515,0.6356704730807133,0.7057160493818525,0.403061013441812,0.4772624113478177,0.384619718304976,0.4689780701720107,0.8433887884264473,0.598326213592036,0.1833300970864095,0.3185941704032811,0.3231078167117843,0.2530691307334581,0.4246942307700632,0.2654923499409649,0.6090408163256635,0.1823108695655054,0.3085334448163145,0.2350094339614227,0.5116467532483469
0.3658319077376024,0.2238949044594219,0.5257238045949792,0.4858019680192271,0.555417305584787,0.1962215513233699,0.4411472527467357,0.4926571428567767,0.3947829313522117,0.2324846743305244,0.1993506097597134,0.7568857142853049,0.396761392728452,0.4854320457811725,0.7203434125289802,0.3825521472366561,0.2643086419758714,0.3938029411761277,0.4301163021876115,0.2031452358966063,0.2991351674657651,0.5402054597664185,0.4398330862721146,0.4308446601936588,0.2058178807958616,0.3469387855056817,0.2452634803930489,0.6421514563081837,0.4356435897436164,0.4357214115548486,0.4147912621353065,0.6712528548117274,0.775037037036671,0.3569400206815863,0.2107517730506453,0.2918929577426732,0.3104276315755545,0.8003598553341994,0.4980174757295696,0.2186731391571992,0.3502578475320496,0.279075471697966,0.2487296372370022,0.3416826923087358,0.2369583169866763,0.5527878926841645,0.2489804347825746,0.313697324415978,0.2528113207531904,0.6140398268419168
0.4158032676601174,0.2670191082804863,0.3834740387856343,0.5687257072566174,0.2254742606774679,0.1775703669295379,0.3482346153855294,0.3734502164496608,0.3970714285706617,0.1636159003828918,0.2449420731698285,0.6547174603178983,0.3121099846387715,0.44734334763965,0.4864294733375542,0.4901549079757326,0.1845308641971471,0.3491794117645055,0.3241441351890096,0.2286022201699869,0.263819377991646,0.4862801724079002,0.3729199525638403,0.3631601941744309,0.2517019867554361,0.2905298726741476,0.239678921568003,0.4919660194201645,0.2165051282070884,0.4369286777817461,0.3173436893197394,0.5129596247969951,0.6280555555555759,0.2958593588397712,0.1607163120573146,0.2933014084482992,0.4268399122861208,0.6563924050630086,0.5280174757305175,0.1424466019412835,0.3237892376669726,0.2652291105116745,0.2963169062314413,0.4128634615387445,0.2447094939185108,0.4402013299707104,0.2852043478260642,0.1216521739140701,0.2124999999990723,0.5042077922097247
0.4713046612202617,0.2468757961790362,0.3537071017100153,0.535437884378821,0.2201193866368941,0.1610213655363118,0.3648065934076842,0.3570982683970396,0.3436150278297832,0.1092145593871167,0.2651768292668435,0.5218952380959304,0.3666535586259649,0.2863605150216152,0.4175092208036908,0.3275628834380017,0.1217942386826415,0.3563794117645654,0.2607405566601121,0.1808075855690769,0.2131626794259577,0.5880833333322445,0.4375428402016305,0.3656650485431686,0.2173311258275308,0.3384862879524776,0.1928321078428743,0.3536689320426572,0.2308025641049952,0.4423853484186652,0.3555009708730282,0.3742210440470762,0.4376358024682645,0.3226763185099158,0.235099290780225,0.220918309859033,0.4015964912316069,0.5210596745024204,0.5244815533994238,0.1376990291247886,0.3813452914785873,0.2908679245260983,0.2539657768685597,0.4153461538467874,0.205300608081401,0.3637766567310659,0.3346847826086732,0.1569080267562061,0.24803773584748,0.3075220779228095
0.4203297453147198,0.1046305732489146,0.2901921030081295,0.2610098400976049,0.2252617743700154,0.1693975847652491,0.2990192307709519,0.224187878787519,0.2561651205948053,0.0827883141769352,0.2317042682917517,0.2559841269844725,0.2883737839218894,0.2202918454939705,0.2520430304031597,0.2557714723941443,0.1252201646088468,0.2091558823528565,0.2110228628231241,0.1292312673454005,0.1938803827747833,0.4457543103451858,0.3145966004552922,0.2490533980581095,0.177622516556135,0.1852468168461509,0.1517708333333088,0.2430990291274155,0.2386384615388825,0.3650591125642912,0.2316097087374978,0.1838682707998334,0.2681790123457233,0.2251840744576044,0.190702127659549,0.173805633803161,0.2478245614031499,0.3518643761298851,0.3254233009706024,0.0801941747568238,0.217609865470286,0.1721590296487122,0.1204777549645257,0.2453653846156346,0.2004632208709666,0.247939922037086,0.1874586956521661,0.1460836120405028,0.1796792452825375,0.2284450216452789
0.2036759250360687,0.0586815286626017,0.1555709672921873,0.1280479704798991,0.1262486308869149,0.0574677194612538,0.1587554945062461,0.1155813852808598,0.0842059369208729,0.0723065134110009,0.1048963414633041,0.0936031746027242,0.1921215565795816,0.1610329041491145,0.0941799302198923,0.1508420245405841,0.1090823045270792,0.0722617647058141,0.1517763419485529,0.046574468084756,0.0614366028709233,0.2111637931044085,0.1744764304775248,0.1033495145631637,0.0635132450329949,0.069639079334122,0.0742855392159011,0.047199999999346,0.1123128205133507,0.1937790351396612,0.1184951456312623,0.0576680261011419,0.1418055555559337,0.119764219235278,0.0751843971631576,0.05795774647921,0.1068771929839192,0.1160904159133486,0.1857029126210789,0.0429644012944012,0.0820426008966555,0.0509811320749878,0.0598528405203657,0.0799749999998982,0.0597275402121403,0.1287186425135275,0.0963065217391191,0.0805869565221827,0.0710094339617871,0.168238961039293
0.0155621335896202,0.0019745222930837,0.0088774391579053,0.0185227552275626,0.0199616648411177,0.0066316767300933,0.0149137362637471,0.0056900432900254,0.0074508348793867,0.0173304597702524,0.0001829268292667,0.0160603174602891,0.0134966717870936,0.0220200286124258,0.0045775045689129,0.0275506134969286,0.0137345679013036,0.0072823529411516,0.014071570576529,0.0,0.0080837320575088,0.0170919540231236,0.0093370886452065,0.0066844660193982,0.0058278145696469,0.0074294809010383,0.0141495098040386,0.0036524271845209,0.001112820512778,0.0104651578319724,0.0150737864077685,0.0030053017944403,0.0208950617284431,0.0039896587382539,0.00126950354614,0.0061042253523411,0.0204298245613808,0.0142495479204695,0.0206155339805949,0.0085436893204228,0.0102982062780532,0.0009299191374068,0.0124483230666013,0.0172769230769463,0.005160258925174,0.0106936482457891,0.0287021739130656,0.0199698996655944,0.0052358490566068,0.0252909090909351
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0106243154435536,0.0053295401764386,0.0,0.0,0.000128014842291,0.0016465517241002,0.0,0.0118476190476195,0.0,0.0070872675251441,0.0,0.0,0.0,0.0028352941176408,0.0,0.0,0.0069700956938638,0.0,0.0,0.0008203883494928,0.0035165562914835,0.0028168462291794,0.0045575980393375,0.0,0.0,0.0,0.0,0.0,0.0119444444444564,0.0,0.0,0.0045014084509248,0.0,0.0098499095841104,0.0,0.0008867313915648,0.0042174887892587,0.0,0.0095297741274957,0.0,0.0040041192625554,0.0,0.0,0.0130535117056686,0.0,0.01126926406928
0.0070215281114131,0.0773312101910408,0.0143374857981231,0.005382533825309,0.1054074479736378,0.0593878309336917,0.0016543956044147,0.0130961038962067,0.0369452690166507,0.0559022988503363,0.0341615853657644,0.1216507936507228,0.0038876600103016,0.0871330472105051,0.0118270476825513,0.0122024539876447,0.0302716049383382,0.0407499999999483,0.0062027833001453,0.045962997224654,0.0777571770339721,0.0006020114942449,0.0034035971934279,0.0590485436892695,0.0709884105960952,0.072157198825051,0.0815563725492034,0.021657281553797,0.044625641025765,0.0059941929720498,0.0035757281553931,0.0104168026100206,0.1137407407407427,0.0417228541882976,0.0200992907801752,0.0724816901405692,0.0180855263151709,0.1075479204341332,0.0042310679611625,0.0489352750809753,0.0561704035873149,0.0333234501349461,0.0828056125943922,0.0118442307692421,0.0491079835232532,0.0120309562025841,0.0347739130434776,0.0921488294313684,0.0207641509434924,0.0985887445888411
0.0863673234018723,0.3145031847132372,0.1584577146143014,0.0406752767524671,0.3362913472068869,0.2174161634929997,0.0554247252748808,0.0848844155849135,0.2564230055659051,0.1936561302684271,0.1971128048782319,0.3254063492060839,0.0581945724526752,0.3112589413450872,0.2030044857967318,0.0597208588950853,0.2035452674898422,0.1974794117645799,0.0667982107354674,0.2206836262715878,0.2467655502403027,0.0628448275858346,0.0543949995059555,0.2748592233011164,0.2434999999999592,0.2977791381008397,0.2941017156864429,0.2175553398082383,0.2423846153851071,0.1180559857059415,0.0599077669904862,0.175269168025691,0.3221265432100152,0.2551685625642282,0.181453900709223,0.2492760563363417,0.0577828947345691,0.2791754068718302,0.0361242718447046,0.2076245954689479,0.2485044843040125,0.1705444743933293,0.2987885010272407,0.0708365384617086,0.1966556492743602,0.0989745471209709,0.1579369565216811,0.2946555183946783,0.1197264150947202,0.3258311688313185
0.2420876501676807,0.425133757962532,0.3361330649221121,0.0845067650674551,0.4542343921138214,0.312128657686166,0.1088554945062835,0.1403532467536565,0.3567968460110016,0.4867749042141144,0.2423597560960888,0.4206158730147358,0.1314142345105299,0.4999942775393047,0.4159373650114072,0.1734662576699251,0.3383292181079267,0.3619029411763074,0.1560566600386323,0.4002830712280872,0.2670574162664295,0.1825517241413256,0.1347511611822136,0.4346116504847862,0.2204304635765133,0.4683770812917138,0.5033627450980919,0.4035980582563906,0.3441025641008342,0.3787645920200007,0.1355291262150785,0.3553853996730016,0.4898827160501306,0.2069772492258475,0.3333971631205266,0.1676816901420471,0.1340021929823606,0.4195189873421841,0.1864563106767847,0.4421423948226679,0.4991547085193415,0.3222237196726099,0.454114305271465,0.1717519230766521,0.3508271871324366,0.1488525567517435,0.4003369565214796,0.4938093645484593,0.3461509433972422,0.5002406926406693
0.383976645843383,0.6760700636948666,0.4451026090862849,0.0899225092246943,0.6150624315445516,0.3083346493249579,0.326613736264009,0.2876497835499413,0.4494730983297936,0.5979204980843733,0.2958780487773838,0.5100888888876278,0.2986286738354496,0.5774520743927793,0.548677022759946,0.2886855828262551,0.5567078189303653,0.5703352941173,0.3408001988064975,0.5291702127631129,0.400419856458493,0.3288275862121801,0.23713440063336,0.5156116504841043,0.2725298013258447,0.6978633692457001,0.6258480392159428,0.3824883495207873,0.331969230767023,0.4899486301385132,0.3384048543699152,0.4980428221856526,0.5796975308647364,0.2202543950367691,0.3056241134750385,0.290180281684712,0.1758004385966123,0.513226039783089,0.2560310679576232,0.6371650485433185,0.6821569506713873,0.4638436657626462,0.6554065708425483,0.1654653846158662,0.4411720282451682,0.2091293281342952,0.5530869565215807,0.6632290969894132,0.5813396226424282,0.6161818181818557
0.497420663143043,0.8068089171977757,0.5206028980981179,0.1365891758912285,0.7255421686750986,0.5604860659549753,0.3883582417604085,0.3788787878793912,0.5393942486074967,0.7772346743292703,0.4148109756059439,0.7268253968259413,0.4147942652329158,0.7377067238910375,0.64046984548832,0.5569907975504205,0.7268209876547503,0.7766882352941114,0.3056958250501955,0.6201896392168965,0.6829078947384328,0.3890071839135254,0.3363984583474512,0.5551601941735956,0.5429006622526397,0.7942531831530991,0.782609068627611,0.4414407767050808,0.3289512820500183,0.4602692078642859,0.2677213592231521,0.5203597063621,0.6704969135800667,0.3099731127191444,0.384425531914688,0.738369014080206,0.2445635964931543,0.696303797468626,0.4073184465976369,0.7845922330096969,0.7876860986549182,0.7929029649593211,0.7895947980831146,0.1455480769232662,0.5473924087880188,0.2860857601440637,0.5589673913043318,0.7969214046819275,0.709301886793391,0.7110545454540834
0.5831266698709108,0.7346210191090237,0.5681741444356242,0.2548806888060407,0.7103767798464505,0.8471256386440872,0.4981879120901338,0.524506493507935,0.466280148419438,0.7081034482738351,0.5499176829221918,0.7021174603177758,0.5312125960057833,0.8192088698137258,0.7131224455885579,0.64228834356001,0.6006481481476184,0.7799117647059134,0.4345526838971127,0.6443959296955989,0.767795454545044,0.6736839080485354,0.431296768456693,0.600684466018989,0.8308940397358776,0.7147428991190575,0.7744191176457997,0.4967582524299896,0.3908230769219852,0.5397301965467091,0.3544048543684355,0.5217585644381209,0.7493055555562479,0.3324095139605405,0.4165886524821312,0.7949070422555816,0.3266666666586854,0.7802405063291493,0.5099184465999894,0.7925339805819133,0.7179730941720579,0.8026253369275674,0.725312114991719,0.1966019230782969,0.8004247744218025,0.3550268287072073,0.6294304347829605,0.671677257525417,0.6706603773588637,0.7891367965369592
0.7180136472844099,0.6999203821674564,0.6217474836109983,0.337305043050202,0.7906385542165812,0.8300527171393377,0.4885730769267273,0.6434038961052471,0.7079907235627494,0.5249109195413011,0.6692835365822133,0.8376285714285316,0.7190172043006237,0.770739628040564,0.6866579165972679,0.6512530674848075,0.6913333333325458,0.8339147058823385,0.4728846918503399,0.5404042553195612,0.7745944976073885,0.7754913793117624,0.6286798102596299,0.7705582524267448,0.8342003311252586,0.7396890303620076,0.7891776960788048,0.5969873786466529,0.4475256410257262,0.6830802561043263,0.2857825242712992,0.5029061990227198,0.8296944444442613,0.5115108583255751,0.5632127659572443,0.7985183098627251,0.406752192979563,0.8384050632911503,0.5262330097064686,0.7124886731378844,0.818506726457751,0.8226280323447,0.7455804243695313,0.2399615384618192,0.7678094350737037,0.468110066498772,0.4899608695650806,0.7817006688968272,0.7339056603771252,0.8001740259740779
0.7026565112918325,0.5883885350333388,0.5971794462944997,0.5275338253392197,0.7330963855420363,0.7669224338136755,0.4680560439585702,0.6598900432922241,0.7217690166991001,0.5879090038290001,0.6657987804856159,0.7134666666662504,0.6312387096758272,0.6327525035772025,0.6033585313182366,0.5027254601185501,0.5079423868303754,0.5256529411767412,0.472092445327244,0.6464468085089522,0.6788157894746232,0.732840517240993,0.6095385907707053,0.7642233009728969,0.7876953642381683,0.6083344760064211,0.6966666666664686,0.7663407767001981,0.4650974358979824,0.6964819833219503,0.4601834951478029,0.638626019575947,0.7599475308643787,0.5665346432276254,0.6952765957444377,0.7723690140862899,0.4360482456104336,0.7404249547920712,0.5290368932048206,0.5791650485444549,0.53077130045019,0.6580188679291108,0.6334271047249687,0.4315903846151193,0.7342653001180772,0.4917188718196464,0.4156391304350445,0.7038595317721339,0.6766037735851256,0.7017861471866349
