locs,techs,energy_cap_max
DRC_S,PV_DRC_S_MSR1,7107353.270839993
DRC_S,PV_DRC_S_MSR10,14243181.515819991
DRC_S,PV_DRC_S_MSR2,19592205.20027
DRC_S,PV_DRC_S_MSR3,21325263.24770999
DRC_S,PV_DRC_S_MSR4,19743597.140329994
DRC_S,PV_DRC_S_MSR5,3291706.88337
DRC_S,PV_DRC_S_MSR6,8613679.344519995
DRC_S,PV_DRC_S_MSR7,11996506.142179985
DRC_S,PV_DRC_S_MSR8,15729575.108040003
DRC_S,PV_DRC_S_MSR9,15739541.347869994
