CtryName,Zone_ID,cluster
Sudan,628,19
Sudan,333,10
Sudan,663,19
Sudan,1702,23
Sudan,715,23
Sudan,653,23
Sudan,714,23
Sudan,713,23
Sudan,704,4
Sudan,1704,16
Sudan,334,10
Sudan,668,19
Sudan,671,19
Sudan,666,19
Sudan,670,19
Sudan,39,14
Sudan,28,14
Sudan,698,23
Sudan,662,4
Sudan,1,19
Sudan,20,14
Sudan,669,19
Sudan,566,7
Sudan,2955,3
Sudan,2891,7
Sudan,702,4
Sudan,626,19
Sudan,316,27
Sudan,2903,2
Sudan,627,19
Sudan,2893,7
Sudan,2953,12
Sudan,437,21
Sudan,703,4
Sudan,2912,2
Sudan,3,14
Sudan,2931,5
Sudan,2907,2
Sudan,2963,3
Sudan,2890,28
Sudan,612,7
Sudan,1705,7
Sudan,709,19
Sudan,2885,28
Sudan,2901,2
Sudan,2897,2
Sudan,2895,2
Sudan,2934,5
Sudan,697,23
Sudan,2923,21
Sudan,659,4
Sudan,2917,21
Sudan,665,19
Sudan,2958,3
Sudan,586,7
Sudan,2878,9
Sudan,2956,3
Sudan,1706,7
Sudan,2910,2
Sudan,83,9
Sudan,2949,12
Sudan,2944,12
Sudan,2146,3
Sudan,2948,12
Sudan,2091,3
Sudan,496,9
Sudan,2946,12
Sudan,169,2
Sudan,2884,28
Sudan,463,12
Sudan,2926,21
Sudan,2960,3
Sudan,699,23
Sudan,465,12
Sudan,522,9
Sudan,2892,7
Sudan,2947,12
Sudan,136,28
Sudan,2964,3
Sudan,464,12
Sudan,2902,20
Sudan,701,4
Sudan,137,28
Sudan,2962,3
Sudan,2937,5
Sudan,2954,12
Sudan,2951,12
Sudan,696,16
Sudan,2933,5
Sudan,2877,7
Sudan,353,8
Sudan,2129,3
Sudan,2952,12
Sudan,2950,12
Sudan,2900,7
Sudan,66,9
Sudan,2918,21
Sudan,2932,5
Sudan,548,7
Sudan,2943,12
Sudan,2150,11
Sudan,106,9
Sudan,462,5
Sudan,443,5
Sudan,2928,21
Sudan,105,9
Sudan,2894,7
Sudan,660,4
Sudan,2871,9
Sudan,2307,6
Sudan,14,14
Sudan,2752,10
Sudan,156,2
Sudan,2938,5
Sudan,2961,3
Sudan,651,16
Sudan,335,10
Sudan,99,17
Sudan,787,4
Sudan,2896,2
Sudan,511,24
Sudan,613,7
Sudan,436,21
Sudan,478,3
Sudan,743,16
Sudan,2876,28
Sudan,2302,30
Sudan,123,9
Sudan,2149,29
Sudan,2282,6
Sudan,432,21
Sudan,744,23
Sudan,456,5
Sudan,2084,13
Sudan,170,21
Sudan,2957,3
Sudan,29,14
Sudan,1739,13
Sudan,625,4
Sudan,2301,6
Sudan,2107,11
Sudan,2300,6
Sudan,450,21
Sudan,461,12
Sudan,351,8
Sudan,140,2
Sudan,745,23
Sudan,2085,13
Sudan,2886,20
Sudan,117,17
Sudan,433,21
Sudan,2959,3
Sudan,477,3
Sudan,363,8
Sudan,2106,11
Sudan,2935,5
Sudan,2343,30
Sudan,458,3
Sudan,705,4
Sudan,2148,29
Sudan,95,12
Sudan,435,21
Sudan,352,8
Sudan,79,17
Sudan,155,28
Sudan,118,17
Sudan,664,19
Sudan,700,4
Sudan,708,19
Sudan,451,21
Sudan,2930,21
Sudan,1765,13
Sudan,448,2
Sudan,2972,25
Sudan,1740,13
Sudan,2968,13
Sudan,442,5
Sudan,495,9
Sudan,1994,8
Sudan,2358,1
Sudan,661,4
Sudan,13,14
Sudan,497,9
Sudan,330,8
Sudan,253,20
Sudan,446,2
Sudan,294,27
Sudan,2281,6
Sudan,2109,3
Sudan,1815,2
Sudan,587,7
Sudan,2147,29
Sudan,1764,13
Sudan,2898,20
Sudan,38,14
Sudan,479,11
Sudan,2108,3
Sudan,444,13
Sudan,2320,30
Sudan,2126,29
Sudan,542,7
Sudan,1771,25
Sudan,2397,15
Sudan,2715,24
Sudan,130,5
Sudan,107,9
Sudan,457,13
Sudan,2969,11
Sudan,695,16
Sudan,2112,18
Sudan,445,28
Sudan,610,7
Sudan,2940,24
Sudan,2826,20
Sudan,2127,11
Sudan,466,12
Sudan,100,17
Sudan,2102,18
Sudan,658,4
Sudan,1999,26
Sudan,1743,13
Sudan,472,3
Sudan,560,24
Sudan,4,14
Sudan,2340,1
Sudan,2125,29
Sudan,395,20
Sudan,2111,18
Sudan,85,9
Sudan,2018,8
Sudan,784,23
Sudan,652,16
Sudan,77,17
Sudan,2420,15
Sudan,2341,30
Sudan,2070,25
Sudan,138,28
Sudan,339,22
Sudan,354,8
Sudan,563,7
Sudan,2373,1
Sudan,2339,1
Sudan,452,13
