Zone_ID,CtryName,Longitude,Latitude,Area sq.Km,Max Capacity MW,RoadDist,T_Dist_gf,D_Dist_gf,TD_Dist_gf,SubstnDist,Load_dst,City_name,City_Pop,CtLst100kM,CtCnt100kM,PopIn100kM,GHIkWhm2d,RawERA_GHI,CorAdderWh,CF,Y_GWh,sLCOE-MWh,tLCOE-MWh,tCAPEX-kW,rLCOE-MWh,rCAPEX-kW,LCOE-MWh,trCAPEX-kW,cluster,weights,TD_Dist_gf_,trCAPEX-kW_,Latitude_,Longitude_
628,Sudan,31.23724217,21.67880792,246.26616,812.6783279,3.075954316,5.920383743,7.616652804,5.920383743,20.06358287,17.91125672,Wadi Halfa,17121,Wadi Halfa,1,17121,6.433874556,6.563789068,-10.7550004,20.81764658,1482.021198,98.25752186,4.611671765,82.2414625,1.618482754,26.7909469,104.4876764,109.0324094,18,0.03389949672683542,0.20069802931743813,3.6961438055742795,0.7349006781257338,1.0589267886972802
333,Sudan,36.82136558,18.70888819,393.1796344,1297.492793,3.014156731,7.172963285,7.651602842,7.172963285,90.17343831,97.53813936,Tokar,73202,Tokar,1,73202,6.353206648,6.209122988,11.56598545,20.81175479,2365.471723,98.28412677,4.687401627,83.56832001,1.586415546,26.2527023,104.5579439,109.8210223,9,0.16488136405890477,1.1826879707752425,18.107439959167397,3.084747004792734,6.071156983342005
663,Sudan,30.81398247,21.26167149,715.7987221,2362.135783,2.828288517,9.850223496,39.84049724,9.850223496,80.49857684,79.20321936,Wadi Halfa,17121,Wadi Halfa,1,17121,6.437771707,6.631914133,-16.36913505,20.80859361,4305.778583,98.29840764,4.847212202,86.40434175,1.488815248,24.63382732,104.6344351,111.0381691,18,0.09853248388088255,0.9705669878427106,10.940866607008461,2.094965303369045,3.0361782310310725
1702,Sudan,30.46733362,19.40222441,9.544660093,31.49737831,0.421519047,11.40570558,1.310000258,1.310000258,184.4674887,27.14212516,Dongola,26404,Dongola,1,26404,6.400727185,6.64035134,-20.42569278,20.55348265,56.7105597,99.46536929,5.000959238,88.05206392,0.224642337,3.671346596,104.6909709,91.72341051,22,0.002129957867329188,0.0027902453557303664,0.1953669998340392,0.04132592052576591,0.06489413694046207
715,Sudan,30.44053025,19.49824355,11.88076571,39.20652684,0.626671589,10.557125,1.037416349,1.037416349,193.7359109,39.15548768,Dongola,26404,Dongola,1,26404,6.399636312,6.64035134,-20.51867942,20.55010091,70.57915208,99.48103304,4.95072026,87.15316251,0.334030308,5.458184207,104.7657836,92.61134672,22,0.0026512762259644387,0.002750477302530527,0.2455382618132857,0.051695229572179466,0.08070625415757633
653,Sudan,30.43551524,19.1799958,76.21508301,251.5097739,1.46029426,4.015826717,1.485845494,1.485845494,170.1914214,3.591166081,Dongola,26404,Dongola,1,26404,6.40714432,6.646512223,-20.37529953,20.55470091,452.8664366,99.45972771,4.556088564,80.22396524,0.778196087,12.71887094,104.7940124,92.94283618,22,0.01700793051269321,0.025271156914550313,1.5807652994020682,0.32621203580014757,0.5176451283199351
714,Sudan,30.44551444,19.3581006,8.610217846,28.41371889,0.735806584,8.620098908,0.581982706,0.581982706,182.6242217,22.12546059,Dongola,26404,Dongola,1,26404,6.396846148,6.646512223,-21.29161622,20.52340411,51.08361019,99.60487036,4.840451176,85.10127077,0.392711934,6.408728183,104.8380335,91.50999896,22,0.001921430523334101,0.0011182393353609762,0.17583010519201583,0.03719524536661217,0.058498940743625126
713,Sudan,30.41828091,19.54668922,10.36302256,34.19797444,1.172951416,7.020903809,0.649506531,0.649506531,199.1080968,45.41481544,Dongola,26404,Dongola,1,26404,6.393153814,6.64035134,-21.09095301,20.5302411,61.50331704,99.57312525,4.742517191,83.4072434,0.625814758,10.21617224,104.9414572,93.62341565,22,0.00231258119289486,0.0015020365882529823,0.2165117502467683,0.045203305873532704,0.07034474435265875
704,Sudan,30.46889321,20.80635923,707.333604,2334.200893,3.31136091,5.814572554,7.674142263,5.814572554,140.933287,140.0875565,Wadi Halfa,17121,,0,0,6.434597102,6.626435714,-16.18610573,20.74658813,4242.179317,98.57940114,4.621160335,82.12937671,1.7483149,28.84129126,104.9488764,110.970668,3,0.07320884391600302,0.425678134544061,8.124034312866591,1.5232095053293588,2.230592447304254
1704,Sudan,30.68870537,18.3990729,7.809267349,25.77058225,0.562232863,6.678449597,0.584877604,0.584877604,115.4224593,98.93787247,Dongola,26404,Dongola,1,26404,6.353444364,6.669242622,-27.37918382,20.41991461,46.0980186,100.0879832,4.747402479,83.04448166,0.301593607,4.896935789,105.1369793,87.94141745,15,0.0020839117137133258,0.001218833290064184,0.1832621499446085,0.038342043537775414,0.06395255259924004
334,Sudan,36.81402832,18.53408974,763.266647,2518.779935,4.633841809,10.58949023,25.90412606,10.58949023,109.3223498,90.80295323,Tokar,73202,Tokar,1,73202,6.398658867,6.309678121,7.164785369,20.90973059,4613.630065,97.8436558,4.867486088,87.187447,2.427462853,40.35983539,105.1386047,127.5472824,9,0.320078750099847,3.3894707970129407,40.82517472922421,5.932368278217598,11.783388170805969
668,Sudan,31.14807274,21.92579922,370.2234064,1221.737241,4.001856389,10.97835523,23.99701964,10.97835523,33.56921151,28.37591561,Wadi Halfa,17121,Wadi Halfa,1,17121,6.433831399,6.53496756,-8.331008483,20.83407215,2229.749536,98.18343003,4.908242625,87.59937169,2.104006911,34.85536877,105.1956796,122.4547405,18,0.0509626948086017,0.5594865670869064,6.240623567968019,1.1173978140835372,1.5873897249247462
671,Sudan,30.98035963,21.47896032,6.607841603,21.80587729,2.167743056,11.03391512,20.47041667,11.03391512,52.38890925,50.52978456,Wadi Halfa,17121,Wadi Halfa,1,17121,6.375800037,6.607644824,-19.66612763,20.6273137,39.40218841,99.12467365,4.960771241,87.65822629,1.151131548,18.88060847,105.2365764,106.5388348,18,0.0009095951503078466,0.01003639568206042,0.09690720745352883,0.019537158140726672,0.028179584874240993
666,Sudan,30.90014392,21.91680921,558.0230821,1841.476171,4.049728269,26.1658068,42.50488661,26.1658068,54.56094231,49.32064911,Wadi Halfa,17121,Wadi Halfa,1,17121,6.4793286,6.625352477,-12.22447597,21.01659132,3390.255965,97.36792306,5.759211986,103.6874391,2.110685033,35.27232327,105.2378201,138.9597624,18,0.07681405211416113,2.0099016471442717,10.674062430765048,1.6835189248330666,2.3735652654059596
670,Sudan,31.03205389,21.57486969,46.61111105,153.8166665,2.085644649,16.74024582,9.703210702,9.703210702,42.24425858,39.74753665,Wadi Halfa,17121,Wadi Halfa,1,17121,6.386732118,6.607644824,-18.70404491,20.6604589,278.3860475,98.97251604,5.294347705,93.7029424,1.105758224,18.16554776,105.372622,111.8684902,18,0.006416201101392119,0.062257751193212196,0.7177707300323135,0.13842870266736945,0.1991078983474776
39,Sudan,32.4963213,20.80678299,765.8697361,2527.370129,7.076450909,11.70266747,91.03330909,11.70266747,164.0331641,168.9543798,Wadi Halfa,17121,,0,0,6.524311107,6.696228956,-14.48522965,21.12111005,4676.163566,96.90727347,4.883945135,88.36663566,3.669936798,61.63447213,105.4611554,150.0011078,13,0.11111111111111113,1.3002963855555558,16.66678975555556,2.311864776666667,3.610702366666667
