Unnamed: 0,DRC_S1,Djibouti1,Egypt_AL1,Egypt_CN1,Egypt_CN2,Egypt_CN3,Egypt_CN4,Egypt_CR1,Egypt_ME1,Egypt_NE1,Egypt_UE1,Egypt_UE2,Eritrea1,Ethiopia1,Ethiopia2,Ethiopia3,Ethiopia4,Ethiopia5,KEN_MTKR1,KEN_MTKR2,KEN_MTKR3,KEN_NR1,KEN_WSTR1,Libya1,Libya2,Libya3,Libya4,SouthSudan1,SouthSudan2,Sudan1,Sudan2,Sudan3,Sudan4,Sudan5,Sudan6,Sudan7,TAN_CR1,TAN_CR2,TAN_CR3,TAN_CR4,TAN_ER1,TAN_LR1,TAN_SR1,TAN_SWR1,TAN_WR1,Uganda1,DRC_W1
2040/01/01 20:00:00,0.191042088,0.903907347,0.790944791,0.877955025,0.736737093,0.876407938,0.556496572,0.757314176,0.751750321,0.88634472,0.455166169,0.693837984,0.738515697,0.661152277,0.838588472,0.134509281,0.902414774,0.293199668,0.31568091,0.557115189,0.283919373,0.483410641,0.549022668,0.515758346,0.228860145,0.56530704,0.567537786,0.147700232,0.994541847,0.933207753,0.929981637,0.990090684,0.972812032,0.908700432,0.778648011,0.99075325,0.217596688,0.067493775,0.314827005,0.100976051,0.252530081,0.344094223,0.799957386,0.35870996,0.182192276,0.256338342,0.541880336
2040/01/01 21:00:00,0.167686227,0.844994642,0.804622131,0.885738223,0.72875943,0.887323163,0.601192135,0.647915345,0.765230414,0.814629083,0.395531797,0.711082751,0.602258895,0.631531773,0.839595883,0.138680588,0.88200439,0.319114974,0.324207513,0.567250256,0.204633391,0.296342431,0.484224584,0.4872661,0.201289443,0.502099804,0.584571285,0.152843697,0.99948403,0.91911613,0.932016534,0.992001501,0.969396164,0.907033181,0.728921587,0.991240804,0.165760727,0.079470351,0.448857778,0.073438583,0.311309061,0.260402033,0.872683949,0.263677784,0.07818349,0.174922502,0.423648705
2040/01/01 22:00:00,0.193273646,0.813417724,0.809022594,0.863925487,0.726232106,0.893591923,0.649607308,0.539040271,0.755707424,0.71132568,0.38514411,0.738902717,0.502000453,0.661813759,0.790709258,0.148093745,0.899175517,0.370501683,0.281385199,0.624213267,0.197812038,0.194453023,0.439138349,0.40966387,0.172267452,0.456511394,0.580825763,0.199108885,0.999767886,0.914340225,0.935078556,0.993021828,0.97024248,0.902776235,0.72695203,0.993451731,0.089628868,0.082341777,0.432854644,0.077943717,0.279451394,0.179532213,0.883381392,0.212083417,0.070451573,0.153517024,0.415135759
2040/01/01 23:00:00,0.206531604,0.713283748,0.817606496,0.831863728,0.739157799,0.905997778,0.702965795,0.465135349,0.727442332,0.60105961,0.418687232,0.778424525,0.408575428,0.714521006,0.64114148,0.150887747,0.899941157,0.429317531,0.22074879,0.610794583,0.215049947,0.283904226,0.409802202,0.329109944,0.152354837,0.463359453,0.539672616,0.319781775,1,0.918246493,0.939298431,0.994674186,0.970598319,0.894051392,0.733156521,0.993860393,0.059388819,0.081898405,0.442622155,0.067194911,0.057766141,0.132397734,0.87059446,0.19696837,0.047784021,0.145994152,0.579806158
2040/01/02 00:00:00,0.210243777,0.663267521,0.835118703,0.815118625,0.743073105,0.893592837,0.718273429,0.479164757,0.698164911,0.549550495,0.487064882,0.810140927,0.339325115,0.753677164,0.495772203,0.169721591,0.783893542,0.472544875,0.20584282,0.60081132,0.220310972,0.313084702,0.374421413,0.249796649,0.17308409,0.462428454,0.559149862,0.430523727,0.999671966,0.928781443,0.950793377,0.993853452,0.969466001,0.898656258,0.776027785,0.994736505,0.069435447,0.077864543,0.419575698,0.053227901,0.037986977,0.078098289,0.841801136,0.147836046,0.035049653,0.15558342,0.549006298
2040/01/02 01:00:00,0.232508825,0.68822552,0.862413019,0.717017707,0.749621778,0.909980562,0.694796175,0.495098027,0.652476753,0.485358285,0.527552682,0.827985375,0.330165882,0.755305582,0.490769847,0.16621472,0.543050232,0.453114657,0.196448341,0.62161614,0.198119997,0.211204018,0.395443897,0.222836106,0.194797747,0.430826256,0.523560514,0.663574086,0.999055592,0.93373504,0.960498778,0.995214063,0.965542581,0.902283941,0.789301574,0.994282863,0.052861304,0.070141713,0.337453059,0.036645405,0.056921497,0.044242896,0.829385653,0.12175615,0.031154884,0.162489859,0.456580126
2040/01/02 02:00:00,0.199929703,0.657109804,0.879674294,0.644457734,0.752298359,0.917245524,0.676160237,0.49663068,0.641047778,0.465470288,0.544484934,0.82949931,0.29934038,0.773155564,0.480446119,0.199498143,0.365248037,0.384911086,0.247898148,0.631584155,0.27020081,0.139853576,0.395579824,0.217872163,0.161236702,0.392127343,0.493949758,0.787352227,0.996730394,0.934427301,0.967402594,0.995290835,0.967576295,0.901338763,0.794817982,0.994672413,0.061895141,0.08683244,0.32224852,0.029118543,0.290180668,0.032357621,0.850666903,0.099491257,0.07476747,0.112315544,0.380160252
2040/01/02 03:00:00,0.202869965,0.551546527,0.881064668,0.557727771,0.749139546,0.925940974,0.645745333,0.443660321,0.619727203,0.389450439,0.52591727,0.828159854,0.231934779,0.781258985,0.43785166,0.284703701,0.289982271,0.329095582,0.332104052,0.670312142,0.478571545,0.051616861,0.368185356,0.202140966,0.158009972,0.348767008,0.438935389,0.81727119,0.98861975,0.940965086,0.974880806,0.995266126,0.968879373,0.905386158,0.824407893,0.995170885,0.075974905,0.078733178,0.323951676,0.024380347,0.386727073,0.028716497,0.802737216,0.100007359,0.090243768,0.044763879,0.340126662
2040/01/02 04:00:00,0.247058832,0.509247229,0.881016214,0.477554224,0.756295019,0.935744026,0.615008829,0.397247472,0.608874133,0.333940514,0.485630817,0.831433054,0.166613684,0.798521678,0.427229594,0.387874969,0.243118447,0.39231845,0.406550758,0.661796309,0.683852358,0.007735407,0.317623692,0.196548097,0.167138795,0.336118782,0.399131713,0.773695919,0.977233845,0.945806247,0.976028294,0.994612501,0.969750383,0.906729686,0.852582317,0.995571352,0.082965957,0.084982728,0.331220444,0.021149605,0.353949927,0.042704815,0.714903409,0.106598055,0.051053331,0.041894671,0.402728481
2040/01/02 05:00:00,0.275726052,0.433428255,0.85906916,0.408125461,0.743026591,0.928330718,0.564295949,0.333037452,0.579248138,0.267430589,0.426487105,0.810927727,0.127802515,0.816226686,0.385891336,0.488663419,0.229013339,0.440873301,0.448507914,0.648473981,0.795062388,0.055399987,0.325390616,0.177340348,0.187851244,0.338679886,0.42151857,0.723752014,0.967355305,0.95265035,0.976772835,0.993727526,0.969906782,0.90237982,0.879694095,0.996166885,0.063902539,0.121945674,0.331861306,0.020883931,0.40615077,0.043576476,0.68271875,0.115760485,0.049987127,0.084469948,0.446373688
