carriers,locs,lookup_loc_carriers
electricity,DRC_S,"DRC_S::Solar_PV2::electricity,DRC_S::PV_DRC_S_MSR34::electricity,DRC_S::Hydro_Power_Plant_large3::electricity,DRC_S::PV_DRC_S_MSR20::electricity,DRC_S::PV_DRC_S_MSR39::electricity,DRC_S::PV_DRC_S_MSR9::electricity,DRC_S::PV_DRC_S_MSR15::electricity,DRC_S::Hydro_Power_Plant_small2::electricity,DRC_S::PV_DRC_S_MSR11::electricity,DRC_S::PV_DRC_S_MSR31::electricity,DRC_S::PV_DRC_S_MSR5::electricity,DRC_S::PV_DRC_S_MSR28::electricity,DRC_S::PV_DRC_S_MSR12::electricity,DRC_S::PV_DRC_S_MSR45::electricity,DRC_S::PV_DRC_S_MSR38::electricity,DRC_S::PV_DRC_S_MSR48::electricity,DRC_S::PV_DRC_S_MSR49::electricity,DRC_S::PV_DRC_S_MSR43::electricity,DRC_S::PV_DRC_S_MSR36::electricity,DRC_S::PV_DRC_S_MSR2::electricity,DRC_S::Diesel_Engine_DRC::electricity,DRC_S::Hydro_Power_Plant_large5::electricity,DRC_S::PV_DRC_S_MSR1::electricity,DRC_S::PV_DRC_S_MSR37::electricity,DRC_S::Hydro_Power_Plant_large6::electricity,DRC_S::PV_DRC_S_MSR4::electricity,DRC_S::PV_DRC_S_MSR33::electricity,DRC_S::PV_DRC_S_MSR3::electricity,DRC_S::PV_DRC_S_MSR10::electricity,DRC_S::PV_DRC_S_MSR6::electricity,DRC_S::PV_DRC_S_MSR17::electricity,DRC_S::PV_DRC_S_MSR7::electricity,DRC_S::PV_DRC_S_MSR40::electricity,DRC_S::PV_DRC_S_MSR14::electricity,DRC_S::PV_DRC_S_MSR50::electricity,DRC_S::PV_DRC_S_MSR21::electricity,DRC_S::PV_DRC_S_MSR42::electricity,DRC_S::PV_DRC_S_MSR41::electricity,DRC_S::PV_DRC_S_MSR16::electricity,DRC_S::final_demand::electricity,DRC_S::Hydro_Power_Plant_small1::electricity,DRC_S::PV_DRC_S_MSR19::electricity,DRC_S::PV_DRC_S_MSR22::electricity,DRC_S::PV_DRC_S_MSR46::electricity,DRC_S::PV_DRC_S_MSR24::electricity,DRC_S::PV_DRC_S_MSR35::electricity,DRC_S::Hydro_Power_Plant_large2::electricity,DRC_S::PV_DRC_S_MSR18::electricity,DRC_S::PV_DRC_S_MSR32::electricity,DRC_S::Hydro_Power_Plant_large4::electricity,DRC_S::PV_DRC_S_MSR29::electricity,DRC_S::PV_DRC_S_MSR8::electricity,DRC_S::Solar_PV1::electricity,DRC_S::PV_DRC_S_MSR26::electricity,DRC_S::PV_DRC_S_MSR47::electricity,DRC_S::Hydro_Power_Plant_large1::electricity,DRC_S::PV_DRC_S_MSR30::electricity,DRC_S::PV_DRC_S_MSR23::electricity,DRC_S::PV_DRC_S_MSR13::electricity,DRC_S::PV_DRC_S_MSR27::electricity,DRC_S::PV_DRC_S_MSR25::electricity,DRC_S::PV_DRC_S_MSR44::electricity"
