CtryName,Zone_ID,cluster
Rwanda,15,3
Rwanda,18,3
Rwanda,8,3
Rwanda,9,3
Rwanda,10,3
Rwanda,12,3
Rwanda,14,3
Rwanda,17,3
Rwanda,13,3
Rwanda,16,3
Rwanda,4,2
Rwanda,5,2
Rwanda,7,2
Rwanda,6,2
Rwanda,56,3
Rwanda,3,1
Rwanda,11,2
Rwanda,28,1
Rwanda,31,1
Rwanda,2,1
Rwanda,1,1
Rwanda,37,2
Rwanda,34,2
Rwanda,0,1
Rwanda,23,1
Rwanda,42,2
Rwanda,51,2
Rwanda,32,1
Rwanda,27,2
Rwanda,40,2
Rwanda,47,2
Rwanda,22,2
Rwanda,29,1
Rwanda,35,2
Rwanda,45,2
Rwanda,26,2
Rwanda,38,2
Rwanda,30,1
Rwanda,41,2
