DRC_S1,DRC_S2,DRC_S3,DRC_S4,DRC_S5,Burundi1,DRC_E1,DRC_E2,DRC_E3,DRC_E4,DRC_S6,DRC_S7,DRC_S8,DRC_S9,DRC_S10,DRC_W1,DRC_W2,DRC_W3,DRC_W4,DRC_W5,DRC_W6,DRC_W7,DRC_W8,Djibouti1,Egypt_CN1,Egypt_CN2,Egypt_UE1,Eritrea1,Ethiopia1,Ethiopia2,Ethiopia3,Ethiopia4,Ethiopia5,Ethiopia6,KEN_MTKR1,KEN_WSTR1,KEN_WSTR2,KEN_WSTR3,Libya1,Libya2,Rwanda1,SouthSudan1,Sudan1,Sudan2,Sudan3,TAN_CR1,TAN_CR2,TAN_LR1,TAN_NR1,TAN_SWR1,Uganda1,Uganda2,Uganda3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002065927334761,0.0,0.0,0.0,0.0108876917861982,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0027346792722965,0.0,0.0032501313719778,0.0,0.0099174277017113,0.0,0.0,0.0,0.0,0.0,0.0047703875455855,0.0096852941177026,2.7678884820861333e-05,0.0,0.0008806451612734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0523778108402264,0.0109115728112476,0.0612720704163846,0.0051394151428497,0.0987098554032867,0.0043476318138745,0.0237037964122992,0.0006170877375284,0.0389480249482218,0.0347633458297216,0.0611654521365698,0.0948149509804986,0.0197209547212405,0.0413604278073497,0.0463741935483157,1.138904433191614e-05,0.0,0.0004177928444367,0.0,0.0,0.00013903224067,2.842473662626514e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.299782700308658e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2280309804516883,0.125861989963641,0.2497046768285532,0.0594869188283074,0.3132983257233125,0.0694271671135558,0.2122181894035646,0.1078480977093915,0.1977335412350701,0.2403325062373656,0.2212555481948447,0.3167637254904103,0.2080874492322349,0.2299115864530125,0.1938278225809213,0.0266505288996308,0.0577674302706652,0.0553002580667132,0.0469189666806576,0.0709390234466441,0.0248168234051061,0.0845687967459064,0.065234718161216,0.0218118839764054,0.0066434724681962,0.0032527916626309,0.0,0.0223170639328904,0.0158088257430334,0.0071018366378755,0.0308578253294735,0.0078035433464376,0.0206863350962875,0.0185782519798141,0.0195507861467823,0.0127910778798006,0.014712467620095,0.0212200255257459,0.0,0.0,0.0524467150588239,0.007844611496049,0.0005896006683873,0.0022806340674068,0.0128511703358535,0.0039278610432334,0.0159811671229912,0.0080434276800061,0.02355271808714,0.0225521321283553,0.0239102329075758,0.0034336824536362,0.0194046720846786
0.3068270367992933,0.2679746110792772,0.4413041250658931,0.1491823882763655,0.4778772831057438,0.2246961572840584,0.4309586983731001,0.3508473457817622,0.3375762300789841,0.4631433664110905,0.2968851275257964,0.4892357843140233,0.3732002707735788,0.3065372548979723,0.4353056451612046,0.1352586619598737,0.2511658388292277,0.1335149724376812,0.1895963393296399,0.2677013623852197,0.1960196716606811,0.2051309492092992,0.2540124799901021,0.176894395944946,0.1221021754820508,0.1354309239934351,0.1017423464406335,0.1008148528892556,0.1452188366443597,0.0911146213990226,0.1918963226732689,0.1072103546236154,0.1595471241987315,0.1356970165858129,0.1661575010898984,0.1200665094855236,0.0901519878362407,0.1335094964069682,0.0,0.0099442895401344,0.2596985991036175,0.1806489853271898,0.1330511179981973,0.1699806879989704,0.1918053260413097,0.0944823591656755,0.1483166684753006,0.1074746671967748,0.1092678958440824,0.1178435796369294,0.0761961762787332,0.0584092785531259,0.0836819724812305
0.3738192022279455,0.3739278083206477,0.6319934314241422,0.2951129667529681,0.5973194444453908,0.4090947274335769,0.6024776804339825,0.5437631503433034,0.4323069993104648,0.6263828828913731,0.3668620072861487,0.6170593137257371,0.4635778468655931,0.3576951871584866,0.5888854838711199,0.2496738973929344,0.4024117564000289,0.3268140088879755,0.3441324452590564,0.3839506674582664,0.3495752072369368,0.3781270052773223,0.382215525217946,0.3977062799213514,0.3160876077388568,0.3425328011614716,0.317464360520868,0.3305515654233993,0.3845798111869016,0.3064143803335265,0.4234905731237438,0.3381298666133542,0.3978800504947422,0.3643195170822123,0.3958441800306211,0.3243271849658686,0.2513988061711025,0.3387464661246861,0.0593838566610899,0.1803638276316818,0.4345246659583671,0.3961866499440734,0.3574424653859043,0.3897064321435386,0.4021470752252474,0.2859428657020887,0.3353622999745351,0.3019685593167203,0.2887996531696995,0.268696973403516,0.2371097390925524,0.2249397727242463,0.2463190317769905
0.5345113751907163,0.4421170110233905,0.7669896216512131,0.3676138358978397,0.7326432648401614,0.5347274352091328,0.7148010012515136,0.6426325566198838,0.570780665283199,0.7144985951754852,0.5854556144414174,0.7422681372542851,0.5309540189575354,0.4415454545371766,0.7278314516139397,0.2732971961246082,0.5643421599085455,0.5099913723354128,0.4520667868963181,0.498380699897716,0.5464458310128517,0.599963367621986,0.4481764914127977,0.5752475359056217,0.4681122183683341,0.5074072776361026,0.4957212215814378,0.5297851156694242,0.5876586651624423,0.5038449242268352,0.6135891504387615,0.5351476640235494,0.5993682560376096,0.5654699146727892,0.580568875310137,0.5418970581677526,0.4747687521112477,0.5548650662652097,0.2465774096068863,0.3798118396957812,0.6124366359966419,0.5637467059884796,0.5383269099630524,0.5640900362299918,0.5677008706307931,0.4582100151346847,0.3967377892218831,0.4528155653499072,0.481013104264769,0.302849942730542,0.5050842646600663,0.5088812762687063,0.524722534548161
0.6649898112888726,0.5188736212911339,0.7143246190238287,0.4823529165851592,0.7543833713856136,0.6446461126020665,0.7748076762619956,0.6686469006021443,0.5327380457412136,0.7516253577105687,0.8116040741973826,0.7557438725495834,0.5547797222110658,0.4733935828807716,0.6872858870959161,0.2973030410226566,0.6952447131919675,0.5897898361511941,0.5343125757481018,0.6019206951776991,0.6320248143457391,0.6712795928156028,0.4798215566212461,0.6977062799213514,0.5709457773338326,0.6129139592808331,0.6137236136741915,0.6695404692608348,0.7289541678067377,0.644521777791801,0.7427107828193897,0.6718461741656363,0.7396707040372571,0.7068228878413618,0.7102771409542301,0.6970863539694302,0.6376018977358806,0.7068521610171677,0.4277871237196295,0.5306929227641859,0.6657961995482227,0.6720770021491307,0.6560649084594438,0.6759897844935672,0.6702611328990093,0.6273891357116166,0.5533720375029288,0.6164378796536898,0.6299501542914158,0.442206913322932,0.6705198279085768,0.655566351238843,0.665184548750547
