Zone_ID,CtryName,Longitude,Latitude,Area sq.Km,Max Capacity MW,RoadDist,T_Dist_gf,D_Dist_gf,TD_Dist_gf,SubstnDist,Load_dst,City_name,City_Pop,CtLst100kM,CtCnt100kM,PopIn100kM,GHIkWhm2d,RawERA_GHI,CorAdderWh,CF,Y_GWh,sLCOE-MWh,tLCOE-MWh,tCAPEX-kW,rLCOE-MWh,rCAPEX-kW,LCOE-MWh,trCAPEX-kW,cluster,weights,TD_Dist_gf_,trCAPEX-kW_,Latitude_,Longitude_
450,Sudan,33.65932543,17.19511958,103.9958769,343.1863937,3.449279476,10.68795924,3.880844978,3.880844978,62.4203053,54.48725479,EdDamer,84856,"Atbara, Berber, EdDamer, Shendi",4,489635,6.305467647,6.510619294,-17.41403514,20.21736758,607.7973112,101.0478323,5.040200513,87.29175523,1.868803347,30.04253438,107.9568362,117.3342896,4,0.00564901295063367,0.02192294354012364,0.6628229215038016,0.09713545319511459,0.19014196526366323
461,Sudan,32.84153364,16.26339358,644.0469067,2125.354792,4.83486758,6.692292718,9.452877674,6.692292718,22.84968808,73.09976012,Khartoum,2395309,"Khartoum, Omdurman, Shendi",3,4765618,6.313946646,6.545348892,-19.85001641,20.31593151,3782.442065,100.5783575,4.772543714,83.05914568,2.606799747,42.11072965,107.957701,125.1698753,0,0.0793885334955683,0.5312913046050909,9.937052837890159,1.2911269659774405,2.6072411934249735
351,Sudan,36.45913268,15.59998838,723.6667548,2388.100291,2.756589199,23.39037016,7.943730085,7.943730085,21.93905358,18.21448662,Kassala,339521,"Kassala, Tessenei",2,354776,6.325534113,6.311625442,1.103862779,20.29442283,4245.544255,100.6804176,5.795039761,100.7474191,1.487836374,24.00934061,107.9632937,124.7567597,3,0.08485771323790033,0.6740867695922116,10.58657333911224,1.3237793404646172,3.0938386258620008
140,Sudan,33.59514441,18.08056387,760.8899135,2510.936714,5.094336891,14.22164969,18.29276405,14.22164969,69.29189013,38.5563346,Berber,49556,"Atbara, Berber, EdDamer",3,303024,6.345297516,6.586477093,-20.60157863,20.43159315,4494.093514,100.0332201,5.201221258,91.03499352,2.731148132,44.37065546,107.9655895,135.405649,4,0.041331224885351715,0.5877982015780825,5.596481329566,0.747291851364935,1.3885284686655768
745,Sudan,30.0125921,19.4418273,765.8697361,2527.370129,6.085461633,28.88062694,36.81674449,28.88062694,223.9882092,57.04501496,Dongola,26404,Dongola,1,26404,6.419350034,6.732744318,-27.0935371,20.71085936,4585.335039,98.74207915,6.006320814,106.5632481,3.218512761,53.00315373,107.9669127,159.5664018,1,0.019423969347227635,0.5609764124112766,3.0994128974106085,0.3776374575292934,0.5829636689812463
2085,Sudan,33.22326408,15.04854859,26.09763704,86.12220223,0.996967702,11.39913643,2.191108994,2.191108994,31.82882124,87.66051818,Khartoum,2395309,"El Manaqil, Khartoum, Medani",3,2831503,6.250666618,6.357975876,-8.944480288,19.96474566,150.6201288,102.2722744,5.148024797,88.04510522,0.546987162,8.683389291,107.9672864,96.72849451,2,0.0014465851008425045,0.0031696256250424086,0.139925998985092,0.02176900617959848,0.04806027881948396
2886,Sudan,34.911087,18.23503008,22.56010567,74.44834873,1.272027357,24.09876936,14.70150842,14.70150842,107.4235114,90.82735382,Berber,49556,"Atbara, Berber",2,218168,6.285307572,6.538372488,-21.46112782,20.14345251,131.3690577,101.4029155,5.881959475,101.4978264,0.691707316,11.07910387,107.9765823,112.5769303,4,0.001225455594538222,0.018016045741439776,0.13795802905207447,0.022346219628108763,0.04278198687556059
117,Sudan,33.47933084,19.44221363,739.290368,2439.658214,6.067089473,6.148818706,9.448659406,6.148818706,158.7355704,181.9743405,Berber,49556,,0,0,6.368732649,6.622662653,-21.72122133,20.43574155,4367.405288,100.0137825,4.711677731,82.48344366,3.251994664,52.84313589,107.9774549,135.3265795,4,0.04015794652410723,0.24692393278197822,5.434437542851346,0.7807593752638088,1.3444611775356141
433,Sudan,33.78666889,16.88980068,181.49872,598.945776,3.674398712,5.792100429,7.931321888,5.792100429,41.86133095,41.89150202,Shendi,186611,"Atbara, EdDamer, Shendi",3,440079,6.296116475,6.477567204,-15.33090653,20.17850913,1058.718954,101.2341815,4.749881232,82.10557198,1.994605585,32.00327791,107.9786683,114.1088499,0,0.022372465519161732,0.12958356713132438,2.5528963098189514,0.3778664833388144,0.7558910847488595
2959,Sudan,32.36048299,15.40029371,16.48623107,54.40456253,4.500398768,3.663300469,2.437566755,2.437566755,11.84853822,28.44894809,Khartoum,2395309,"Khartoum, Omdurman",2,4579007,6.281368381,6.539599813,-22.2771148,20.23821461,96.4520862,100.9481535,4.605797335,79.85053419,2.435783175,39.19757319,107.989734,119.0481074,2,0.0009138274165768785,0.002227515330455335,0.10878942443370879,0.014073210615534452,0.029571896569931724
477,Sudan,32.34627323,15.32414533,134.333328,443.2999823,4.640507514,5.665366474,7.48272948,5.665366474,21.03790172,37.06953532,Khartoum,2395309,"Khartoum, Omdurman",2,4579007,6.292127526,6.517088467,-19.3292711,20.27415342,787.3077905,100.7767955,4.719743636,81.97132271,2.507163045,40.41789235,108.0037021,122.3892151,2,0.007446060748497025,0.04218466292790239,0.9113175305954694,0.11410451704597699,0.2408523154580631
363,Sudan,36.59766626,15.44391543,29.51038264,97.3842627,2.538054728,25.48667098,15.0250013,15.0250013,29.81719978,21.05142001,Kassala,339521,"Kassala, Tessenei",2,354776,6.320468783,6.311625442,0.701699947,20.28023425,173.0078678,100.7478619,5.926914121,102.9680306,1.370843388,22.10594907,108.0456194,125.0739796,3,0.0034604098786071256,0.0519926629246049,0.4328072345645461,0.053442277518345016,0.1266429258600707
2106,Sudan,32.51805416,14.79261492,710.1712238,2343.565038,2.006383655,8.463676643,9.417006295,8.463676643,52.01349439,83.2635663,Khartoum,2395309,"Ed Dueim, El Manaqil, Khartoum, Omdurman",4,4753417,6.230682285,6.410306222,-15.33990103,20.0182863,4109.680057,102.0101856,4.9529269,84.93557267,1.097859872,17.47520036,108.0609724,102.410773,2,0.03936460261167427,0.33316926768540434,4.031359382299382,0.5823054079133239,1.2800602797133014
