carriers,locs,timesteps,unmet_demand
electricity,DRC_S,2040-01-12 08:00:00,501215.48476558435
electricity,DRC_S,2040-01-12 09:00:00,231537.8697283807
electricity,DRC_S,2040-01-12 10:00:00,38933.460448914164
electricity,DRC_S,2040-01-12 11:00:00,0.0
electricity,DRC_S,2040-01-12 12:00:00,0.0
electricity,DRC_S,2040-01-12 13:00:00,0.0
electricity,DRC_S,2040-01-12 14:00:00,0.0
electricity,DRC_S,2040-01-12 15:00:00,302939.423569385
electricity,DRC_S,2040-01-12 16:00:00,597831.4218088071
electricity,DRC_S,2040-01-12 17:00:00,1024785.9191033554
electricity,DRC_S,2040-01-12 18:00:00,1532498.4234356913
electricity,DRC_S,2040-01-12 19:00:00,1583775.6367053804
electricity,DRC_S,2040-01-12 20:00:00,1541269.3027053806
electricity,DRC_S,2040-01-12 21:00:00,1463341.02370538
electricity,DRC_S,2040-01-12 22:00:00,1359436.65170538
electricity,DRC_S,2040-01-12 23:00:00,1276785.4467053805
electricity,DRC_S,2040-01-13 00:00:00,1142182.0557053802
electricity,DRC_S,2040-01-13 01:00:00,1102037.1847053804
electricity,DRC_S,2040-01-13 02:00:00,1064253.77670538
electricity,DRC_S,2040-01-13 03:00:00,1045362.0727053802
electricity,DRC_S,2040-01-13 04:00:00,1092591.3327053804
electricity,DRC_S,2040-01-13 05:00:00,1129975.1552197328
electricity,DRC_S,2040-01-13 06:00:00,934183.7254650124
electricity,DRC_S,2040-01-13 07:00:00,622147.2712539393
electricity,DRC_S,2040-01-13 08:00:00,234355.99068638065
electricity,DRC_S,2040-01-13 09:00:00,0.0
electricity,DRC_S,2040-01-13 10:00:00,0.0
electricity,DRC_S,2040-01-13 11:00:00,0.0
electricity,DRC_S,2040-01-13 12:00:00,0.0
electricity,DRC_S,2040-01-13 13:00:00,0.0
electricity,DRC_S,2040-01-13 14:00:00,0.0
electricity,DRC_S,2040-01-13 15:00:00,155183.6980329126
electricity,DRC_S,2040-01-13 16:00:00,572770.735581729
electricity,DRC_S,2040-01-13 17:00:00,1015830.3383791911
electricity,DRC_S,2040-01-13 18:00:00,1534149.8734710354
electricity,DRC_S,2040-01-13 19:00:00,1600305.8777053808
electricity,DRC_S,2040-01-13 20:00:00,1555438.0807053805
electricity,DRC_S,2040-01-13 21:00:00,1477509.8017053804
electricity,DRC_S,2040-01-13 22:00:00,1368882.50370538
electricity,DRC_S,2040-01-13 23:00:00,1283869.8357053804
electricity,DRC_S,2040-01-14 00:00:00,1149266.4447053801
electricity,DRC_S,2040-01-14 01:00:00,1116205.9627053803
electricity,DRC_S,2040-01-14 02:00:00,1087868.4067053804
electricity,DRC_S,2040-01-14 03:00:00,1078422.5547053805
electricity,DRC_S,2040-01-14 04:00:00,1113844.4997053803
electricity,DRC_S,2040-01-14 05:00:00,1147518.7129319666
electricity,DRC_S,2040-01-14 06:00:00,968522.4742849404
electricity,DRC_S,2040-01-14 07:00:00,705644.1203240935
electricity,DRC_S,2040-01-14 08:00:00,365000.3226327411
electricity,DRC_S,2040-01-14 09:00:00,0.0
electricity,DRC_S,2040-01-14 10:00:00,0.0
electricity,DRC_S,2040-01-14 11:00:00,0.0
electricity,DRC_S,2040-01-14 12:00:00,0.0
electricity,DRC_S,2040-01-14 13:00:00,0.0
electricity,DRC_S,2040-01-14 14:00:00,0.0
electricity,DRC_S,2040-01-14 15:00:00,208853.35626986006
electricity,DRC_S,2040-01-14 16:00:00,633496.5071203515
electricity,DRC_S,2040-01-14 17:00:00,1060149.3546594721
electricity,DRC_S,2040-01-14 18:00:00,1566689.1270524415
electricity,DRC_S,2040-01-14 19:00:00,1628643.4337053807
electricity,DRC_S,2040-01-14 20:00:00,1583775.6367053804
electricity,DRC_S,2040-01-14 21:00:00,1508208.8207053808
electricity,DRC_S,2040-01-14 22:00:00,1390135.6707053804
electricity,DRC_S,2040-01-14 23:00:00,1295677.1507053804
electricity,DRC_S,2040-01-15 00:00:00,1149266.4447053801
electricity,DRC_S,2040-01-15 01:00:00,1111483.0367053803
electricity,DRC_S,2040-01-15 02:00:00,1076061.09170538
electricity,DRC_S,2040-01-15 03:00:00,1059530.85070538
electricity,DRC_S,2040-01-15 04:00:00,1106760.1107053803
electricity,DRC_S,2040-01-15 05:00:00,1147887.0872178648
electricity,DRC_S,2040-01-15 06:00:00,993215.819858477
electricity,DRC_S,2040-01-15 07:00:00,720749.0333785168
electricity,DRC_S,2040-01-15 08:00:00,283027.45863144076
electricity,DRC_S,2040-01-15 09:00:00,0.0
electricity,DRC_S,2040-01-15 10:00:00,0.0
electricity,DRC_S,2040-01-15 11:00:00,-75174.36159732402
electricity,DRC_S,2040-01-15 12:00:00,0.0
electricity,DRC_S,2040-01-15 13:00:00,-39942.801045885804
electricity,DRC_S,2040-01-15 14:00:00,0.0
electricity,DRC_S,2040-01-15 15:00:00,55395.98074842995
electricity,DRC_S,2040-01-15 16:00:00,500595.5154604319
electricity,DRC_S,2040-01-15 17:00:00,1026559.5772462711
electricity,DRC_S,2040-01-15 18:00:00,1556088.1791610809
electricity,DRC_S,2040-01-15 19:00:00,1623920.5077053807
electricity,DRC_S,2040-01-15 20:00:00,1579052.7107053804
electricity,DRC_S,2040-01-15 21:00:00,1501124.4317053808
electricity,DRC_S,2040-01-15 22:00:00,1392497.1337053804
electricity,DRC_S,2040-01-15 23:00:00,1312207.3917053803
electricity,DRC_S,2040-01-16 00:00:00,1283869.8357053804
electricity,DRC_S,2040-01-16 01:00:00,1239002.0387053802
electricity,DRC_S,2040-01-16 02:00:00,1201218.6307053803
electricity,DRC_S,2040-01-16 03:00:00,1175242.53770538
electricity,DRC_S,2040-01-16 04:00:00,1210664.4827053803
electricity,DRC_S,2040-01-16 05:00:00,1208074.5404343733
electricity,DRC_S,2040-01-16 06:00:00,1017902.4745497358
electricity,DRC_S,2040-01-16 07:00:00,689340.3303712866
electricity,DRC_S,2040-01-16 08:00:00,255005.71582533547
electricity,DRC_S,2040-01-16 09:00:00,0.0
electricity,DRC_S,2040-01-16 10:00:00,0.0
electricity,DRC_S,2040-01-16 11:00:00,-189749.6615400738
electricity,DRC_S,2040-01-16 12:00:00,-139346.58462587587
electricity,DRC_S,2040-01-16 13:00:00,-6371.943622735067
electricity,DRC_S,2040-01-16 14:00:00,0.0
electricity,DRC_S,2040-01-16 15:00:00,47776.22102505987
electricity,DRC_S,2040-01-16 16:00:00,557777.3537670982
electricity,DRC_S,2040-01-16 17:00:00,1082312.4601485562
electricity,DRC_S,2040-01-16 18:00:00,1645921.1941419954
electricity,DRC_S,2040-01-16 19:00:00,1720740.4907053807
electricity,DRC_S,2040-01-16 20:00:00,1680595.6197053804
electricity,DRC_S,2040-01-16 21:00:00,1600305.8777053808
electricity,DRC_S,2040-01-16 22:00:00,1489317.1167053804
electricity,DRC_S,2040-01-16 23:00:00,1392497.1337053804
electricity,DRC_S,2040-01-17 00:00:00,1302761.5397053803
electricity,DRC_S,2040-01-17 01:00:00,1262616.66870538
electricity,DRC_S,2040-01-17 02:00:00,1227194.7237053802
electricity,DRC_S,2040-01-17 03:00:00,1205941.5567053803
electricity,DRC_S,2040-01-17 04:00:00,1231917.6497053802
electricity,DRC_S,2040-01-17 05:00:00,1223984.9953091096
electricity,DRC_S,2040-01-17 06:00:00,1059820.5783346198
electricity,DRC_S,2040-01-17 07:00:00,850225.5465671329
electricity,DRC_S,2040-01-17 08:00:00,476095.0583937486
electricity,DRC_S,2040-01-17 09:00:00,167931.73934261917
electricity,DRC_S,2040-01-17 10:00:00,27037.470060592314
electricity,DRC_S,2040-01-17 11:00:00,0.0
electricity,DRC_S,2040-01-17 12:00:00,0.0
electricity,DRC_S,2040-01-17 13:00:00,0.0
electricity,DRC_S,2040-01-17 14:00:00,180800.43480859807
electricity,DRC_S,2040-01-17 15:00:00,296671.3537196453
electricity,DRC_S,2040-01-17 16:00:00,719887.4192824337
electricity,DRC_S,2040-01-17 17:00:00,1097307.7075360757
electricity,DRC_S,2040-01-17 18:00:00,1619745.9622686808
electricity,DRC_S,2040-01-17 19:00:00,1706571.7127053807
electricity,DRC_S,2040-01-17 20:00:00,1678234.1567053804
electricity,DRC_S,2040-01-17 21:00:00,1612113.1927053807
electricity,DRC_S,2040-01-17 22:00:00,1498762.9687053808
electricity,DRC_S,2040-01-17 23:00:00,1401942.9857053803
electricity,DRC_S,2040-01-18 00:00:00,1106760.1107053803
electricity,DRC_S,2040-01-18 01:00:00,1073699.62870538
electricity,DRC_S,2040-01-18 02:00:00,1043000.6097053802
electricity,DRC_S,2040-01-18 03:00:00,1031193.2947053802
electricity,DRC_S,2040-01-18 04:00:00,1071338.16570538
electricity,DRC_S,2040-01-18 05:00:00,1113091.5970509064
electricity,DRC_S,2040-01-18 06:00:00,969528.9209156712
electricity,DRC_S,2040-01-18 07:00:00,739012.1620990741
electricity,DRC_S,2040-01-18 08:00:00,438098.62886736036
electricity,DRC_S,2040-01-18 09:00:00,125429.07724881725
electricity,DRC_S,2040-01-18 10:00:00,0.0
electricity,DRC_S,2040-01-18 11:00:00,0.0
electricity,DRC_S,2040-01-18 12:00:00,0.0
electricity,DRC_S,2040-01-18 13:00:00,0.0
electricity,DRC_S,2040-01-18 14:00:00,0.0
electricity,DRC_S,2040-01-18 15:00:00,143535.9084237482
electricity,DRC_S,2040-01-18 16:00:00,514609.09321373387
electricity,DRC_S,2040-01-18 17:00:00,925190.8594511226
electricity,DRC_S,2040-01-18 18:00:00,1478802.5178821331
electricity,DRC_S,2040-01-18 19:00:00,1548353.6917053806
electricity,DRC_S,2040-01-18 20:00:00,1512931.7467053807
electricity,DRC_S,2040-01-18 21:00:00,1444449.3197053801
electricity,DRC_S,2040-01-18 22:00:00,1333460.5587053802
electricity,DRC_S,2040-01-18 23:00:00,1248447.8907053801
electricity,DRC_S,2040-01-19 00:00:00,1109121.5737053803
electricity,DRC_S,2040-01-19 01:00:00,1068976.70270538
electricity,DRC_S,2040-01-19 02:00:00,1033554.7577053802
electricity,DRC_S,2040-01-19 03:00:00,1017024.5167053803
electricity,DRC_S,2040-01-19 04:00:00,1059530.85070538
electricity,DRC_S,2040-01-19 05:00:00,1103611.031579575
electricity,DRC_S,2040-01-19 06:00:00,939197.6320753287
electricity,DRC_S,2040-01-19 07:00:00,721689.5008611921
electricity,DRC_S,2040-01-19 08:00:00,339827.323188279
electricity,DRC_S,2040-01-19 09:00:00,0.0
electricity,DRC_S,2040-01-19 10:00:00,0.0
electricity,DRC_S,2040-01-19 11:00:00,0.0
electricity,DRC_S,2040-01-19 12:00:00,0.0
electricity,DRC_S,2040-01-19 13:00:00,0.0
electricity,DRC_S,2040-01-19 14:00:00,0.0
electricity,DRC_S,2040-01-19 15:00:00,212217.9145511054
electricity,DRC_S,2040-01-19 16:00:00,577021.9861709847
electricity,DRC_S,2040-01-19 17:00:00,1010809.7181715829
electricity,DRC_S,2040-01-19 18:00:00,1504822.1566672006
electricity,DRC_S,2040-01-19 19:00:00,1569606.8587053805
electricity,DRC_S,2040-01-19 20:00:00,1527100.5247053807
