CtryName,Zone_ID,cluster
DRC_S,3295,4
DRC_S,3052,3
DRC_S,442,7
DRC_S,402,7
DRC_S,2998,3
DRC_S,241,5
DRC_S,273,10
DRC_S,332,7
DRC_S,3290,10
DRC_S,221,5
DRC_S,295,7
DRC_S,3022,3
DRC_S,432,7
DRC_S,3056,3
DRC_S,3019,3
DRC_S,513,1
DRC_S,3044,3
DRC_S,49,6
DRC_S,574,3
DRC_S,576,3
DRC_S,214,10
DRC_S,52,6
DRC_S,2942,3
DRC_S,3041,3
DRC_S,3071,3
DRC_S,227,5
DRC_S,423,7
DRC_S,480,1
DRC_S,499,1
DRC_S,2969,3
DRC_S,2926,3
DRC_S,479,1
DRC_S,190,4
DRC_S,3023,3
DRC_S,3030,3
DRC_S,252,10
DRC_S,206,4
DRC_S,408,7
DRC_S,2912,3
DRC_S,2986,3
DRC_S,573,3
DRC_S,575,3
DRC_S,2925,3
DRC_S,51,6
DRC_S,531,1
DRC_S,261,5
DRC_S,3266,4
DRC_S,3302,4
DRC_S,242,5
DRC_S,1833,9
DRC_S,394,7
DRC_S,3094,3
DRC_S,388,7
DRC_S,2981,3
DRC_S,3086,4
DRC_S,3294,4
DRC_S,3287,10
DRC_S,452,7
DRC_S,572,3
DRC_S,3103,4
DRC_S,158,3
DRC_S,2890,3
DRC_S,253,5
DRC_S,517,1
DRC_S,505,1
DRC_S,50,6
DRC_S,491,1
DRC_S,2838,2
DRC_S,592,2
DRC_S,236,5
DRC_S,3082,4
DRC_S,2803,2
DRC_S,3012,3
DRC_S,234,5
DRC_S,2863,3
DRC_S,2985,3
DRC_S,3297,4
DRC_S,2099,6
DRC_S,2999,3
DRC_S,3059,4
DRC_S,2924,2
DRC_S,3010,3
DRC_S,25,6
DRC_S,3289,4
DRC_S,30,6
DRC_S,22,6
DRC_S,251,5
DRC_S,3256,4
DRC_S,3039,3
DRC_S,243,5
DRC_S,3043,3
DRC_S,196,5
DRC_S,3172,3
DRC_S,3252,4
DRC_S,3293,4
DRC_S,2672,2
DRC_S,3038,3
DRC_S,3009,4
DRC_S,268,5
DRC_S,1819,9
DRC_S,263,10
DRC_S,248,5
DRC_S,595,3
DRC_S,3055,4
DRC_S,232,5
DRC_S,345,7
DRC_S,2582,2
DRC_S,2974,3
DRC_S,598,2
DRC_S,3284,4
DRC_S,1809,9
DRC_S,218,5
DRC_S,2778,2
DRC_S,2633,2
DRC_S,3298,4
DRC_S,2606,2
DRC_S,597,2
DRC_S,210,5
DRC_S,3292,4
DRC_S,389,7
DRC_S,2909,3
DRC_S,3046,4
DRC_S,194,5
DRC_S,3007,3
DRC_S,3014,4
DRC_S,594,2
DRC_S,255,10
DRC_S,2907,3
DRC_S,386,7
DRC_S,2723,2
DRC_S,2701,2
DRC_S,515,1
DRC_S,3037,4
DRC_S,3006,3
DRC_S,3296,4
DRC_S,3042,4
DRC_S,2860,3
DRC_S,3299,4
DRC_S,3026,3
DRC_S,339,4
DRC_S,569,3
DRC_S,3304,4
DRC_S,3288,4
DRC_S,3247,4
DRC_S,371,7
DRC_S,222,5
DRC_S,2855,3
DRC_S,349,7
DRC_S,296,7
DRC_S,223,5
DRC_S,599,2
DRC_S,2979,3
DRC_S,577,3
DRC_S,333,4
DRC_S,2767,2
DRC_S,2980,3
DRC_S,27,6
DRC_S,570,3
DRC_S,3279,4
