SUD1,SUD2,SUD3,SUD4,SUD5,SUD6,SUD7,SUD8,SUD9,SUD10,SUD11,SUD12,SUD13,SUD14,SUD15,SUD16,SUD17,SUD18,SUD19,SUD20,SUD21,SUD22,SUD23,SUD24,SUD25,SUD26,SUD27,SUD28,SUD29,SUD30
0.0,0.0034049168107998,0.0023165322646339,0.0003047528883861,0.0033494009718984,0.0,0.0007168807924556,0.0315901936171371,0.0004619827843219,0.0404463416160609,0.0050327379826024,0.0004722954838709,0.0075886396385115,0.0,0.0,0.0025942637058318,0.0,0.0094610022397007,0.0003122612787136,0.0118416846411437,0.0052200421071048,0.054,0.001518074204679,0.0,0.0149762811919318,0.044,0.0274797756945706,0.0013513738255425,0.0037042959787936,0.0
0.1562016641598576,0.1859763302912022,0.1778690109579917,0.122251068214894,0.1810106487277766,0.1607900171101961,0.1414211164267044,0.1822222339631201,0.1718154860945169,0.2319696099929359,0.1820907508281853,0.1747051218635286,0.1879472901822217,0.1436666666666667,0.1445007515820837,0.1249141871331601,0.1693204559936243,0.1889220044794015,0.1201078091959389,0.1982647920130399,0.1851984712928081,0.218,0.1182578437369294,0.1610541954508022,0.1989415937580697,0.23,0.2259768865080808,0.1836043844790253,0.1798904305617655,0.1563752277266078
0.382709036041924,0.3989808071074506,0.3938439037161821,0.3454128570552326,0.3938189375934543,0.3842669439846941,0.3717037441174102,0.3833336571424922,0.3957850648297333,0.4237164637902505,0.3967339314593391,0.3924103945861419,0.3991401200306745,0.3656666666666667,0.372,0.3525399410603807,0.3913249707235686,0.3997998768197889,0.340386614889913,0.4037066373701355,0.3944634030101774,0.368,0.3454471143573922,0.3893096627553322,0.4049525623838637,0.413,0.4349826648810606,0.4016038392485106,0.3953679364488233,0.382769023237663
0.565735100245589,0.5649477947115714,0.5636259225734661,0.5274052883924423,0.5602422355064692,0.5634972225183269,0.5562383753366432,0.5603776251669469,0.5709993411036964,0.5703081202015241,0.5649014572173147,0.562730267145261,0.56299068654831,0.5422222222222224,0.5585007515820837,0.5375493337638637,0.5631629978383582,0.5644610022397006,0.5205432677874603,0.558749484590924,0.5572037740843949,0.487,0.5309590551381316,0.5708189130527526,0.5649398122015895,0.582,0.5854855540675505,0.5700279545540873,0.5649382253567325,0.566116481812709
0.6867611644492541,0.6675347750329477,0.6702307105792582,0.6467909494422505,0.6632725832375456,0.6809778424168481,0.6760407369522765,0.6631845244950109,0.6814885040620198,0.6730275863058246,0.6706786880584461,0.6698573280740939,0.6657534784253976,0.6561111111111113,0.6835007515820837,0.6597727943815093,0.6711601911446357,0.6684610022397008,0.6386769785741434,0.6528428886368329,0.6586242008939276,0.612,0.6532865505692194,0.6868747928151944,0.6639744996354516,0.671,0.6729826648810606,0.6751991961597904,0.6726810267467476,0.6868004852951735
0.7425222961773477,0.7083914450752684,0.7142445041335422,0.7041758493907896,0.7052599159945511,0.7344729572804106,0.7315285873421591,0.6966250260298233,0.7281624601340718,0.7024894686888957,0.7150002783740229,0.7142213344113585,0.7080626365672053,0.7076666666666667,0.7440015031641675,0.7179823924559932,0.7159970593877198,0.7114610022397008,0.6952912934526458,0.6888586322095542,0.6990757281868015,0.676,0.7129385987350654,0.7379474888608374,0.7039617494531775,0.702,0.7059884432540404,0.7163307191561138,0.718052427441755,0.7418577358988104
0.7460445923546953,0.6932026972677356,0.7031775394688289,0.7015607464859666,0.6917810768663597,0.7347032358140434,0.7263126394028954,0.6744778695818123,0.7168700598310869,0.6798224323438734,0.7043218686895999,0.7023656820321502,0.6953860963368581,0.6997777777777779,0.7520030063283349,0.7162037691619252,0.7016647685564876,0.702338874580088,0.6920666401284296,0.6694247126994874,0.6838256809577044,0.622,0.7117864420959836,0.7302571516161696,0.6899727180789714,0.689,0.6834855540675506,0.7010634932364833,0.7094238281367625,0.7442051944738566
0.6928095084696865,0.6223948157911987,0.6368001890135521,0.6404774574050525,0.622782232032581,0.6779422086339308,0.6624076175084289,0.6014806491526146,0.6481147573698334,0.6079892780431082,0.6389913392823777,0.6354546165591384,0.6286510351107438,0.6333333333333334,0.7040045094925024,0.6552113799699459,0.6290106035775527,0.6383388745800882,0.6309920346508331,0.5949157257968205,0.614114769471557,0.568,0.6520812142765482,0.6648037810811911,0.6219836867047653,0.615,0.6019826648810606,0.6283340019080592,0.6447024458109185,0.6889464485599579
0.5820670527026113,0.4938669636947826,0.5127348958261977,0.5197849412774659,0.4972849390342858,0.562932438361056,0.538067790946029,0.4716990414185778,0.5203562325484006,0.4736781555275343,0.5169913392823778,0.5100404284513754,0.5052612584840941,0.5068888888888889,0.5995067642387535,0.5346244250558833,0.4966691480518712,0.5184610022397008,0.509486900551444,0.4634675599202758,0.4875648286215835,0.458,0.5322521208912396,0.5408037810811911,0.4999946553305593,0.407,0.4644855540675505,0.4967670755292487,0.5236270490667848,0.5759908048905316
0.414324596935536,0.3113952150372083,0.3375751170995583,0.343086307205022,0.3185763782091217,0.3909329477436942,0.3562947438007869,0.2921348448500843,0.3356184437057719,0.2874456138725688,0.3418572890724,0.3335578864553922,0.330113948608495,0.3246666666666667,0.4370090189850047,0.3570407822527607,0.3091816059226515,0.3457998768197888,0.3320566295883601,0.2800173489003107,0.3086587026294657,0.293,0.3555629185925519,0.3591844555705266,0.3260183741386275,0.292,0.2759884432540404,0.3098243371189677,0.3487995615488905,0.4043826197961516
0.2003245969355359,0.0969866420322954,0.1263456135888034,0.1280753455742452,0.1078072154869223,0.1759453350539715,0.1339695348576102,0.0914602811721593,0.1144161369734184,0.0788054563723691,0.1323228837882435,0.1208832717475562,0.1214722501778427,0.1084444444444444,0.2275112737312559,0.1386311801514168,0.0926779820629947,0.1379220044794015,0.118059777618483,0.0735186646825669,0.0997044486773163,0.094,0.1375424634849048,0.137365542517774,0.1200311243209017,0.094,0.0704913324405302,0.0927921716294142,0.1375656321709515,0.1883826197961516
0.0100224603479158,0.0,0.0,0.0,0.0012833870350426,0.0012468811534389,0.0006489700250341,0.0,0.001076266550526,0.0013004106999274,0.0,0.0006665399837943,0.0,0.0,0.0260075158208372,0.0,0.0,0.0,0.0003147068393154,0.0,0.0,0.016,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0044954024452658
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0027133825413533,0.0023970494643151,0.0004498126681636,0.0033494009718984,0.0,0.0018636649857987,0.043817529858453,0.0001847931137287,0.0448054563723691,0.0049239626356052,0.0005150477424756,0.0073259464854155,0.0,0.0,0.0021958362034327,0.0,0.0094610022397007,0.0003122612787136,0.0123817573573553,0.0054619954821099,0.065,0.0011967134925276,0.0,0.0149525623838636,0.045,0.0299768865080807,0.0007932176446621,0.0032482091559067,0.0
0.1534628122485314,0.1829013033187635,0.1789337735025549,0.1197847924511441,0.1821283019638378,0.1582933168773748,0.1335263107412383,0.2422011520631273,0.1617244731499387,0.2505721869739115,0.1816150959550073,0.1758361025133212,0.1879633694986463,0.1397777777777778,0.143,0.1197277436332102,0.1591508310014213,0.1879220044794015,0.1189620093224529,0.2077436423712331,0.1865418841225103,0.262,0.1142368206836021,0.1569814994051592,0.1979543439403439,0.242,0.2354739973215908,0.1766510711841353,0.1788904305617655,0.1543752277266078
0.3782313322192717,0.399229762237444,0.3927364574180019,0.3415649498135077,0.395179286636074,0.3807739367758957,0.3574969620759076,0.4381463605002675,0.3809092662636676,0.4526398472648181,0.3947339314593391,0.3908733930986959,0.3975161572005256,0.3598888888888889,0.372,0.343144956542575,0.376661776284745,0.3987998768197889,0.3394730120482414,0.4192889012486155,0.3984490534482098,0.457,0.3386921553569206,0.3806176411990248,0.4039415937580697,0.439,0.4414797756945707,0.3937486240042241,0.3933679364488233,0.3793752277266078
0.558761164449254,0.5669170440733247,0.5602215247713404,0.5224149319123198,0.5619240891243423,0.5580021076547643,0.5383015783299965,0.5843505939022203,0.5543396762900896,0.6042315036760918,0.5610102325643119,0.5598506337091598,0.5607215177427207,0.5351111111111113,0.5575007515820838,0.5255727903546492,0.5471500028130418,0.5627998768197888,0.5191427928565816,0.5778672910829611,0.5642257656669474,0.615,0.5218624966163474,0.5582201504264881,0.5629525623838637,0.586,0.5894855540675505,0.56189875873554,0.5618454423358812,0.5594195840571816
0.6802834606266017,0.6715861160834001,0.6656378984374762,0.6406420583254162,0.6667649611359201,0.6762344938431616,0.655130861051883,0.6722373593030884,0.6651419755302018,0.6920275863058245,0.6662331076902261,0.6663752897145749,0.6629969253147102,0.6487777777777779,0.6830015031641674,0.6445918777778665,0.6561617037320923,0.6664610022397008,0.637266614043044,0.6734456809173068,0.6675910887543741,0.698,0.6428382180755379,0.6717294007239085,0.6619507808273836,0.674,0.6794855540675506,0.6676674740901444,0.66930962605174,0.6801164818127092
0.735787228652919,0.7144011369255923,0.7091588296251159,0.6964151007122408,0.7105744035320815,0.7284729572804106,0.7086602156943166,0.7020702437049037,0.7143700788242703,0.7245023535937736,0.7096697489668009,0.71151923349756,0.7049563535363241,0.7004444444444446,0.7425022547462512,0.7014136692526605,0.7023430296433455,0.7084610022397008,0.6927586126416739,0.7079776426972804,0.7096700785266259,0.737,0.7003195759251784,0.7213655425177741,0.7019507808273835,0.707,0.7079884432540404,0.7098556638323722,0.7135963406188681,0.7344639403877553
0.7373095248302667,0.6996504312365436,0.6978489935749869,0.6949529716590397,0.6977813673752244,0.7269659644892088,0.7036193341779617,0.6795179520350444,0.704690810794373,0.6991432388374653,0.6986697489668008,0.7002074887532022,0.692430404638892,0.6942222222222223,0.7470060126566698,0.6996268109838485,0.6893535716906908,0.6974610022397008,0.6904619187423748,0.6874839980354388,0.6956652502990786,0.71,0.6999771895692842,0.7136752052731061,0.6879617494531775,0.687,0.6839884432540404,0.6948553547823751,0.7034992248808961,0.7341608381432829
0.6810595166499767,0.6280404874514287,0.6316488341596985,0.6347991042492519,0.6285265032291864,0.6677119301002978,0.6409996755652995,0.60473912387181,0.6371039393213402,0.6134640453310574,0.632669748966801,0.6334329337798235,0.6257157607800663,0.6291111111111114,0.6970060126566697,0.6400325472780168,0.6190193023541155,0.6324610022397008,0.6288529003481446,0.6114794679327824,0.6248729668759938,0.605,0.6413166953983054,0.6490016843116396,0.6199836867047653,0.615,0.6064913324405303,0.6228504099824256,0.6379677413138757,0.6768891979563211
0.5713170608829012,0.4987901537116141,0.5109902366351575,0.5163335910885835,0.5036854597912793,0.5544497108077707,0.5207961378679687,0.4760391010619234,0.5111465622469034,0.4755132741634753,0.5128572890724,0.5110092125486421,0.5049216113788565,0.5050000000000001,0.5930075158208372,0.5236405728548996,0.4900238170840597,0.5144610022397007,0.5087023904135843,0.4765034305630873,0.4985458998581346,0.47,0.5250078061755433,0.5280016843116396,0.4999836867047654,0.49,0.4689942216270202,0.492154387528261,0.5189677413138756,0.565293907135004
0.406574605115826,0.3138211520002162,0.3364492304010327,0.3417085235836656,0.3234218447132954,0.385450220190409,0.3443100842387388,0.2968036814962356,0.3288182153327226,0.2834846498787771,0.3399750035110425,0.3338066122050475,0.3305217722083719,0.3240000000000001,0.4300120253133397,0.3494458943802057,0.3061961135354246,0.3437998768197889,0.3321540064030371,0.288517676929567,0.3171026714996293,0.285,0.3514921643581885,0.3502386510213288,0.3270074055128336,0.315,0.2789942216270202,0.3064621424092419,0.3457995615488904,0.3970351612211054
0.1970783731421434,0.0983225633783136,0.1274891279093578,0.1286952314931581,0.110795887268238,0.1744502201904089,0.1293908200349346,0.0943640062127374,0.112062912871469,0.0784463416160609,0.1323228837882435,0.1218597183177641,0.1231455197494948,0.1093333333333333,0.2265112737312559,0.1364226391335609,0.0926851682521009,0.1382608790594897,0.1195050211488881,0.0774911212186766,0.1037784761115852,0.088,0.1370083741212234,0.1336025092274632,0.1220311243209017,0.112,0.0724913324405302,0.0919670985789015,0.1375656321709515,0.1853826197961516
0.0102836084365897,0.0,0.0,0.0,0.0012833870350426,0.0014977319009652,0.00066964653334,0.0,0.0012610596642547,0.0013004106999274,0.0,0.0005350362597816,0.0,0.0,0.0260075158208372,0.0,0.0,0.0,0.0002092818852171,0.0,0.0,0.016,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0051459632647844
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
