Zone_ID,CtryName,Longitude,Latitude,Area sq.Km,Max Capacity MW,RoadDist,T_Dist_gf,D_Dist_gf,TD_Dist_gf,SubstnDist,Load_dst,City_name,City_Pop,CtLst100kM,CtCnt100kM,PopIn100kM,GHIkWhm2d,RawERA_GHI,CorAdderWh,CF,Y_GWh,sLCOE-MWh,tLCOE-MWh,tCAPEX-kW,rLCOE-MWh,rCAPEX-kW,LCOE-MWh,trCAPEX-kW,cluster,weights,TD_Dist_gf_,trCAPEX-kW_,Latitude_,Longitude_
3029,DRC_S,23.34551947,-8.706871042,22.43482724,74.0349299,9.821204861,127.5897917,23.64931597,23.64931597,246.5660361,164.1971428,Kamina,128803,,0,0,5.42265384,5.469990996,-3.694261657,18.2270589,118.2108589,111.6144222,13.52147417,211.1258663,5.902119512,85.5407301,131.0380159,296.6665964,30,0.025242718445065974,0.5969730244491123,7.488671364981223,-0.2197850942507042,0.5893043749350159
2951,DRC_S,27.23848661,-8.472024052,6.903023767,22.77997843,3.443347527,177.8564286,25.09318407,25.09318407,192.0379733,148.3769555,Manono,46111,,0,0,5.341249943,5.434869507,-7.661690809,18.16613516,36.25099704,111.9743895,16.98847011,264.3733148,2.076242813,29.99086829,131.0391025,294.3641831,23,0.03883495145316592,0.9744925851638064,11.431618760239344,-0.32901064276947406,1.05780530515706
2512,DRC_S,29.98639531,-7.462089641,31.06360695,102.5099029,4.672136132,202.0109109,22.61150636,22.61150636,204.9939074,53.52902742,Moba,10006,"Karema, Moba",2,26391,5.384166651,5.56902793,-15.37702071,18.50759589,166.1957588,109.9874537,18.28889703,289.960158,2.765192093,40.69337129,131.0415428,330.6535292,44,0.02118477833497922,0.4790197500565728,7.004821721780578,-0.15808271496032966,0.6352551377074105
3121,DRC_S,22.65335114,-9.093689235,6.903023767,22.77997843,4.652725694,176.5599506,46.36467284,46.36467284,203.029228,174.7361491,Kasaji,11969,,0,0,5.434499979,5.436404175,-0.146941161,18.2550895,36.42850775,111.4496108,16.81786663,262.9999557,2.79179361,40.52431025,131.059271,303.5242659,3,0.009840098399746035,0.45623294301763245,2.98670864316668,-0.08948279688911125,0.22291120430159903
1812,DRC_S,27.61505325,-5.576790728,6.903023767,22.77997843,1.178991587,131.9098242,13.91734341,13.91734341,162.0747102,60.82830372,Nyunzu,15397,"Kabalo, Kongolo, Nyunzu",3,134468,5.257124901,5.294647275,-3.042129425,17.51711507,34.9558605,115.9645342,14.37444015,215.7020767,0.737238402,10.26878092,131.0762127,225.9708577,10,0.02439024390008873,0.33944740021119263,5.511484333615244,-0.1360192860356734,0.673537884081438
88,DRC_S,30.00367567,-8.180835695,9.49165768,31.32247034,3.097040345,285.7194627,32.38056716,32.38056716,252.9337934,138.2742088,Moba,10006,,0,0,5.715181828,5.556364734,12.59631447,19.18236758,52.63350863,106.2690182,23.04172669,378.6326268,1.768497623,26.974602,131.0792425,405.6072288,20,0.013157894735183898,0.4260600941568326,5.33693722038005,-0.10764257492064501,0.3947852061344582
2485,DRC_S,26.05526648,-7.418959638,7.765901738,25.62747574,4.808079627,177.2745192,26.69181731,26.69181731,252.9273285,141.148755,Manono,46111,,0,0,5.486444367,5.435106478,3.904632157,18.26950913,41.01444282,111.3650247,16.85295819,263.7568982,2.88273419,41.87741194,131.100717,305.6343102,31,0.007340946167527956,0.19594319398620086,2.2436450181277405,-0.054462183321620686,0.1912703086102756
2831,DRC_S,29.18776748,-8.045182276,12.08029159,39.86496226,1.002771254,259.8652919,0.93845788,0.93845788,263.4610705,133.1177013,Moba,10006,,0,0,5.549428599,5.333121337,17.13743234,18.74610274,65.46459061,108.6425368,21.87251528,351.2453037,0.585936711,8.733937067,131.1009887,359.9792408,35,0.039436619721876745,0.037009606538558636,14.196364427199498,-0.31727479401179487,1.1510668866393208
112,DRC_S,29.0729771,-8.434665727,33.65224087,111.0523949,3.350978824,308.4683671,10.82296,10.82296,282.5672138,115.9459437,Nchelenge,8115,,0,0,5.7571905,5.828184581,-5.800949069,19.41899452,188.9116642,105.0262479,24.20956699,402.7305412,1.890186993,29.18635536,131.1260019,431.9168966,41,0.10512129383761179,1.137723558352719,45.40366300091799,-0.8866629743100005,3.0561889684632586
2810,DRC_S,29.14681649,-7.985213063,10.35453565,34.16996765,1.758722768,252.6839143,1.462897098,1.462897098,256.2389985,128.3142064,Moba,10006,,0,0,5.546749949,5.333121337,16.92153724,18.73743836,56.08657123,108.6907951,21.40869771,343.6380704,1.028127546,15.31812356,131.1276203,358.956194,35,0.03380281690305256,0.049450042751700944,12.133730501998615,-0.2699226951004525,0.9852445011183432
2332,DRC_S,25.7208506,-7.103789372,8.628779709,28.47497304,1.404239496,172.8817143,30.5354916,30.5354916,289.2630226,166.8329809,Kaniama,362,,0,0,5.346199989,5.371706297,-2.023870097,17.92732374,44.71805328,113.4089957,16.87163537,259.1035999,0.857996564,12.23064516,131.1386277,271.3342451,31,0.008156606851535736,0.24906599999957194,2.2131667626389366,-0.057942817063521945,0.20979486623128704
1847,DRC_S,28.0327012,-5.748967074,6.903023767,22.77997843,6.299165064,98.03726282,5.960483974,5.960483974,117.2530956,25.75604727,Nyunzu,15397,Nyunzu,1,15397,5.299250066,5.258864535,3.134322514,17.61835708,35.15789158,115.3227509,11.91444696,179.8208725,3.916313118,54.86446788,131.153511,234.6853404,28,0.020512820510834844,0.12226633791636958,4.814058264149377,-0.11792752971166139,0.5750297681494646
2574,DRC_S,26.73953849,-7.60640963,18.98331536,62.64494069,4.108741362,206.7507642,59.66017886,59.66017886,249.6364189,82.6662189,Manono,46111,Manono,1,46111,5.577136322,5.505827189,5.465735717,18.48836621,101.4585482,110.0973996,18.62493769,294.9810845,2.434277559,35.78631551,131.1566149,330.7674001,27,0.021359223300414752,1.2742950824134236,7.0649347592335285,-0.16246700180159515,0.5711357735579451
2295,DRC_S,27.90697634,-6.962805809,55.22419014,182.2398275,2.630130193,182.5707393,67.19266476,67.19266476,185.3462485,61.0455373,Manono,46111,Manono,1,46111,5.47719401,5.415698706,4.774683248,18.12281324,289.3163762,112.231829,17.35075057,269.3671841,1.589686398,22.90790796,131.172266,292.2750921,33,0.0661840744698905,4.447084328306227,19.343956461240502,-0.4608268581822421,1.846997400316032
